xbegin,ybegin,zbegin,xdif,ydif,zdif,number
479,1227,1346,6759,534,-5936,1,
484,1349,1500,6752,534,-5930,1,
467,1466,1651,6745,533,-5925,1,
431,1569,1787,6738,532,-5919,1,
379,1651,1904,6732,532,-5913,1,
317,1715,2004,6725,531,-5907,1,
248,1762,2090,6718,531,-5901,1,
173,1795,2165,6711,530,-5895,1,
96,1817,2234,6705,530,-5889,1,
16,1830,2298,6698,529,-5883,1,
3536,1833,2361,6691,529,-5877,1,
3455,1828,2425,6685,528,-5871,1,
3377,1812,2493,6678,528,-5866,1,
3300,1785,2568,6671,527,-5860,1,
3228,1744,2654,6665,527,-5854,1,
3162,1683,2756,6658,526,-5848,1,
3107,1599,2880,6651,526,-5842,1,
3067,1488,3029,6645,525,-5836,1,
3047,1356,3199,6638,525,-5830,1,
3052,1217,3376,6631,524,-5825,1,
3080,1091,3539,6625,523,-5819,1,
3126,991,78,6618,523,-5813,1,
3185,917,193,6611,522,-5807,1,
3253,864,287,6605,522,-5801,1,
3327,829,368,6598,521,-5796,1,
3403,806,439,6592,521,-5790,1,
3481,795,504,6585,520,-5784,1,
3560,792,567,6578,520,-5778,1,
39,798,629,6572,519,-5772,1,
117,813,693,6565,519,-5767,1,
192,837,761,6559,518,-5761,1,
264,872,837,6552,518,-5755,1,
330,921,923,6546,517,-5749,1,
389,986,1023,6539,517,-5744,1,
437,1069,1139,6533,516,-5738,1,
470,1171,1273,6526,516,-5732,1,
3080,1543,3080,5433,73,-4670,1,
3053,1439,3210,5427,73,-4666,1,
3043,1323,3352,5422,73,-4661,1,
3049,1205,3496,5416,73,-4656,1,
3071,1097,30,5411,73,-4652,1,
3106,1006,148,5406,73,-4647,1,
3151,934,248,5400,73,-4642,1,
3200,883,323,4783,19,-4314,1,
3253,844,388,4778,19,-4309,1,
3308,814,445,4773,19,-4305,1,
3366,792,496,4768,19,-4301,1,
3425,776,542,4764,19,-4296,1,
3486,765,586,4759,19,-4292,1,
3546,760,628,4754,19,-4288,1,
7,758,668,4749,19,-4283,1,
68,761,709,4745,19,-4279,1,
128,769,751,4740,19,-4275,1,
188,781,795,4735,19,-4271,1,
246,799,843,4730,19,-4266,1,
303,823,895,4726,19,-4262,1,
357,855,953,4721,19,-4258,1,
408,896,1019,4716,19,-4254,1,
455,949,1095,4711,19,-4249,1,
495,1015,1185,4707,19,-4245,1,
3116,1815,2948,3795,-106,-3097,1,
3073,1771,3004,3791,-106,-3094,1,
3033,1713,3073,3787,-106,-3091,1,
2998,1641,3156,3783,-106,-3088,1,
2970,1551,3257,3780,-106,-3085,1,
2950,1442,3377,3776,-106,-3082,1,
2941,1320,3509,3772,-105,-3079,1,
2945,1196,45,3768,-105,-3076,1,
2960,1080,171,3765,-105,-3073,1,
2984,982,280,3761,-105,-3070,1,
3002,907,363,3444,-190,-1842,1,
3024,843,436,3416,-196,-1818,1,
3050,787,500,3413,-196,-1816,1,
3080,740,555,3409,-196,-1814,1,
3111,701,604,3406,-195,-1813,1,
3145,668,646,3403,-195,-1811,1,
3180,640,683,3399,-195,-1809,1,
3216,616,716,3396,-195,-1807,1,
3253,596,745,3392,-195,-1805,1,
3291,580,772,3389,-194,-1804,1,
3330,566,797,3386,-194,-1802,1,
3368,554,819,3382,-194,-1800,1,
3407,544,841,3379,-194,-1798,1,
3447,536,861,3375,-194,-1796,1,
3486,529,880,3372,-193,-1795,1,
3526,524,898,3369,-193,-1793,1,
3566,520,916,3365,-193,-1791,1,
6,517,934,3362,-193,-1789,1,
46,516,952,3359,-193,-1787,1,
142,497,886,273,0,-90,1,
144,498,889,302,1,34,1,
145,499,893,332,0,160,1,
145,500,898,312,6,262,1,
143,502,900,21,68,250,1,
92,500,899,-626,-3,747,1,
80,500,899,-699,-3,841,1,
66,500,899,-782,-4,936,1,
50,499,899,-864,-7,1032,1,
33,499,899,-952,-5,1134,1,
15,499,899,-1034,-12,1235,1,
3599,499,899,-865,0,1032,1,
3588,499,900,-604,-9,727,1,
783,3085,3558,2115,251,920,5,
812,3044,3516,2118,114,1309,5,
837,2941,3411,2116,114,1307,5,
858,2718,3186,2114,114,1306,5,
864,2295,2761,2106,103,1315,5,
867,2030,2494,600,83,1201,5,
868,1785,2249,120,55,1197,5,
865,1556,2019,-1,14,1181,5,
859,1375,1837,-120,-9,1141,5,
855,1309,1770,-64,38,538,5,
853,1278,1740,-62,-3,237,5,
898,3138,0,101,-4,91,5,
900,3137,0,65,6,38,5,
3516,3496,871,3430,136,-3330,5,
3567,3499,844,4687,1,-1521,5,
16,3500,825,4504,64,-879,5,
47,3504,821,2780,144,93,5,
75,3505,818,2589,100,169,5,
104,3505,816,2586,100,168,5,
132,3506,813,2457,58,199,5,
159,3505,812,2343,21,231,5,
185,3505,810,2259,7,272,5,
210,3505,810,2180,-2,319,5,
234,3505,810,2108,-6,364,5,
258,3505,811,2045,-11,415,5,
282,3506,812,1988,-11,464,5,
305,3507,815,1940,-13,518,5,
327,3508,819,1897,-9,572,5,
349,3511,823,1865,-6,631,5,
371,3514,829,1835,0,690,5,
393,3519,836,1817,6,754,5,
415,3524,844,1801,15,819,5,
437,3532,855,1800,23,890,5,
458,3540,867,1796,32,959,5,
480,3551,881,1819,25,1038,5,
502,3563,896,1836,10,992,5,
524,3569,905,1937,-32,577,5,
548,3574,911,2009,26,386,5,
571,3578,916,2032,-5,311,5,
595,3582,920,2067,7,250,5,
619,3584,923,2101,-10,183,5,
644,3586,924,2152,0,119,5,
669,3585,924,2209,-13,52,5,
695,3584,923,2274,-6,-7,5,
722,3579,917,2352,-13,-68,5,
750,3569,908,2436,-12,-125,5,
779,3561,899,2579,21,-11,5,
811,3557,894,2725,24,116,5,
843,3554,891,2841,13,185,5,
877,3552,889,2950,7,226,5,
887,1755,2692,3046,2,250,5,
874,1780,2717,1252,-1,11,5,
862,1775,2712,1084,-6,85,5,
851,1766,2703,946,6,88,5,
842,1763,2700,820,-1,66,5,
834,1763,2700,688,-6,45,5,
828,1763,2700,556,-5,32,5,
823,1763,2700,428,-3,23,5,
819,1763,2701,301,-1,17,5,
817,1763,2701,176,0,11,5,
15,615,807,-1371,-4,1589,1,
3594,615,807,-801,-52,1559,1,
3582,613,814,49,-65,1227,1,
3572,613,824,249,8,1180,1,
3563,612,833,351,-19,1101,1,
3555,611,844,460,-17,1065,1,
3547,610,855,572,-36,1022,1,
3541,608,868,694,-35,989,1,
3536,606,881,820,-33,972,1,
3532,604,896,931,-30,917,1,
3534,602,904,678,-38,158,1,
3539,602,909,568,-11,-167,1,
3546,601,912,525,-5,-320,1,
0,600,896,66,0,101,1,
3599,600,898,191,0,123,1,
3599,600,900,65,0,45,1,
3541,276,2667,-499,53,595,6,
3533,276,2672,-366,37,632,6,
3527,275,2678,-233,11,664,6,
3523,274,2684,-103,-7,701,6,
3519,273,2692,20,4,753,6,
3517,272,2699,117,-24,559,6,
3518,271,2701,202,-39,137,6,
3521,271,2702,281,14,-69,6,
3526,271,2702,317,30,-199,6,
3538,272,2700,511,23,-342,6,
3547,272,2699,663,16,-360,6,
3557,272,2699,792,0,-407,6,
3569,272,2699,913,-8,-463,6,
3582,272,2700,1033,-12,-526,6,
3596,272,2700,1073,0,-554,6,
7,272,2699,814,-8,-428,6,
11,272,2700,375,-8,-186,6,
13,272,2700,255,2,-125,6,
54,1045,538,109,1,74,1,
52,1045,539,157,-5,157,1,
49,1045,541,205,-11,240,1,
44,1045,543,253,-13,324,1,
39,1045,545,301,-13,410,1,
32,1045,547,348,-10,497,1,
25,1045,550,396,-5,586,1,
16,1045,553,443,1,676,1,
6,1045,556,489,20,773,1,
3599,1045,561,506,-20,458,1,
3596,1045,566,506,8,114,1,
3595,1045,572,512,11,-29,1,
3595,1045,578,518,-1,-136,1,
3596,1045,584,525,-2,-242,1,
3598,1045,591,534,-10,-347,1,
0,1045,599,611,19,-281,1,
0,1046,607,697,21,-210,1,
0,1046,616,768,-2,-184,1,
0,1045,626,830,-8,-191,1,
0,1045,637,889,0,-214,1,
3599,1045,648,950,0,-244,1,
0,1045,660,1015,0,-267,1,
0,1046,673,1087,3,-286,1,
0,1046,687,1162,0,-305,1,
0,1046,701,1243,4,-324,1,
0,1046,717,1327,0,-346,1,
0,1046,734,1417,4,-368,1,
0,1046,752,1510,0,-394,1,
0,1046,771,1611,4,-419,1,
0,1046,791,1714,-1,-447,1,
0,1046,813,1827,4,-475,1,
0,1046,836,1939,-5,-505,1,
0,1046,860,2067,2,-536,1,
0,1045,886,2186,-15,-570,1,
3599,1046,903,1437,3,-343,1,
3599,1045,911,642,-7,-146,1,
3599,1045,917,421,-8,-123,1,
3599,1045,920,289,-2,-91,1,
3599,1045,922,153,-3,-45,1,
79,1408,1799,124,1,96,4,
75,1408,1799,219,0,178,4,
71,1408,1799,316,0,259,4,
65,1408,1799,415,0,339,4,
57,1408,1799,515,1,420,4,
48,1408,1799,615,1,502,4,
37,1408,1799,718,5,586,4,
25,1408,1799,827,-2,673,4,
11,1408,1799,932,-8,758,4,
1,1408,1799,665,-5,549,4,
3598,1408,1799,165,-8,157,4,
0,45,1607,7,0,97,4,
0,45,1609,14,0,187,4,
0,45,1613,21,0,278,4,
0,45,1617,29,0,370,4,
0,45,1622,37,0,463,4,
0,45,1629,44,0,558,4,
0,45,1636,49,1,655,4,
0,45,1645,58,4,753,4,
0,45,1655,69,0,855,4,
0,45,1666,77,0,959,4,
0,46,1678,85,4,1068,4,
0,46,1692,95,0,1179,4,
0,46,1706,103,5,1295,4,
0,46,1723,113,0,1413,4,
0,46,1740,122,4,1539,4,
0,46,1760,133,-4,1663,4,
0,46,1780,141,2,1801,4,
0,45,1800,133,-19,1726,4,
3599,45,1808,-14,-8,638,4,
3599,45,1812,33,2,351,4,
3599,45,1814,62,0,216,4,
0,45,1815,29,0,71,4,
11,328,2634,924,108,-677,6,
21,328,2636,836,19,-348,6,
30,328,2640,812,-9,-202,6,
38,328,2644,778,-25,-75,6,
44,329,2649,721,14,38,6,
50,330,2654,678,35,165,6,
54,331,2661,652,32,296,6,
58,332,2669,630,37,425,6,
60,333,2679,615,23,561,6,
61,334,2689,606,1,696,6,
61,337,2699,396,89,748,6,
56,338,2704,-154,47,600,6,
48,338,2707,-412,-21,594,6,
3598,338,2700,247,2,-133,6,
863,2735,2703,12,2,218,5,
867,2736,2703,20,2,357,5,
873,2736,2704,28,2,496,5,
880,2738,2705,36,0,635,5,
889,2740,2708,49,-2,775,5,
897,2742,2709,54,-4,753,5,
898,33,0,35,6,223,5,
5,426,2467,831,45,-557,6,
12,427,2471,687,22,-161,6,
17,427,2476,644,-18,-36,6,
22,427,2481,613,-13,70,6,
25,427,2487,577,-16,177,6,
28,427,2494,545,-16,289,6,
29,427,2501,516,-15,399,6,
29,427,2509,488,-15,511,6,
28,428,2518,438,34,619,6,
26,429,2527,404,54,733,6,
22,430,2537,384,49,851,6,
17,432,2548,355,69,971,6,
12,433,2560,345,54,1094,6,
5,433,2573,342,31,1219,6,
0,433,2588,588,-38,1244,6,
3598,432,2605,922,-38,1229,6,
3597,431,2624,1108,-27,1245,6,
3598,431,2645,1233,0,1273,6,
3599,431,2666,1358,-13,1292,6,
0,431,2689,1430,-8,1435,6,
0,431,2701,716,-13,665,6,
1,431,2705,209,2,231,6,
0,431,2707,66,4,122,6,
0,2,567,0,0,138,1,
0,2,569,2,0,180,1,
0,2,571,2,0,223,1,
0,2,574,2,-1,266,1,
0,2,578,1,-1,311,1,
0,2,582,1,-1,357,1,
0,2,587,1,-1,404,1,
0,2,592,1,-1,453,1,
0,2,598,1,-1,503,1,
0,2,604,1,2,557,1,
0,2,611,2,0,613,1,
0,2,619,3,0,670,1,
0,2,627,3,0,731,1,
0,2,636,3,3,793,1,
0,2,646,4,0,860,1,
0,2,657,4,0,929,1,
0,2,668,4,3,1002,1,
0,2,681,5,0,1079,1,
0,2,694,5,0,1159,1,
0,2,708,5,4,1245,1,
0,2,724,7,0,1334,1,
0,3,740,7,4,1429,1,
0,3,758,8,0,1528,1,
0,3,776,7,4,1634,1,
0,3,796,9,-1,1742,1,
0,3,818,8,4,1860,1,
0,3,840,10,-5,1977,1,
0,3,865,8,2,2110,1,
0,2,890,11,-15,2234,1,
3598,2,902,-134,-16,1012,1,
3598,2,908,38,1,390,1,
3599,2,910,94,1,223,1,
0,2,911,49,1,73,1,
3436,2993,2928,11934,-5688,-5563,1,
3445,2971,2771,11922,-5682,-5557,1,
3447,2947,2615,11910,-5677,-5552,1,
3444,2923,2459,11898,-5671,-5546,1,
3488,2940,2334,11659,-1245,-1832,1,
3524,2947,2202,11647,-1244,-1830,1,
3561,2945,2072,11636,-1242,-1829,1,
3597,2936,1942,11624,-1241,-1827,1,
29,2919,1811,11612,-1240,-1825,1,
56,2894,1679,11601,-1239,-1823,1,
78,2864,1545,11589,-1237,-1821,1,
91,2830,1410,11578,-1236,-1819,1,
97,2793,1274,11566,-1235,-1818,1,
93,2756,1138,11554,-1234,-1816,1,
82,2721,1003,11543,-1232,-1814,1,
62,2690,870,11531,-1231,-1812,1,
36,2665,738,11520,-1230,-1810,1,
5,2646,608,11508,-1229,-1808,1,
3571,2634,479,11497,-1228,-1807,1,
3535,2630,351,11485,-1226,-1805,1,
3499,2635,221,11474,-1225,-1803,1,
3465,2648,90,11462,-1224,-1801,1,
3435,2668,3556,11451,-1223,-1799,1,
3410,2696,3419,11439,-1221,-1798,1,
3393,2730,3279,11428,-1220,-1796,1,
3383,2767,3137,11417,-1219,-1794,1,
3383,2806,2995,11405,-1218,-1792,1,
3391,2843,2853,11394,-1216,-1790,1,
3407,2877,2714,11382,-1215,-1789,1,
3431,2906,2577,11371,-1214,-1787,1,
3460,2927,2444,11360,-1213,-1785,1,
3494,2941,2314,11348,-1212,-1783,1,
3529,2947,2186,11337,-1210,-1782,1,
3565,2945,2059,11326,-1209,-1780,1,
3599,2935,1932,11314,-1208,-1778,1,
30,2918,1804,11303,-1207,-1776,1,
57,2894,1676,11292,-1206,-1774,1,
78,2864,1546,11280,-1204,-1773,1,
54,2861,1434,8777,711,-4588,1,
31,2861,1322,8769,710,-4583,1,
9,2865,1211,8760,709,-4579,1,
3588,2873,1100,8751,709,-4574,1,
3569,2885,989,8742,708,-4570,1,
3553,2901,876,8734,707,-4565,1,
3540,2920,764,8725,707,-4561,1,
3531,2940,651,8716,706,-4556,1,
3527,2962,538,8707,705,-4551,1,
3526,2985,424,8699,704,-4547,1,
3530,3007,311,8690,704,-4542,1,
3539,3028,198,8681,703,-4538,1,
3551,3047,86,8673,702,-4533,1,
3566,3063,3575,8664,702,-4529,1,
3584,3076,3464,8655,701,-4524,1,
5,3085,3355,8647,700,-4520,1,
27,3090,3245,8638,700,-4515,1,
21,3088,3145,6811,116,-5777,1,
19,3086,3043,6804,116,-5771,1,
16,3084,2941,6797,116,-5765,1,
12,3083,2839,6791,115,-5760,1,
9,3082,2737,6784,115,-5754,1,
5,3082,2635,6777,115,-5748,1,
1,3083,2533,6770,115,-5742,1,
3598,3084,2432,6763,115,-5737,1,
3595,3086,2330,6757,115,-5731,1,
3592,3088,2229,6750,115,-5725,1,
3590,3091,2127,6743,115,-5719,1,
3588,3094,2026,6736,114,-5714,1,
3587,3098,1925,6730,114,-5708,1,
3587,3101,1824,6723,114,-5702,1,
3587,3105,1723,6716,114,-5697,1,
3588,3108,1622,6710,114,-5691,1,
3595,3111,1548,5671,119,-4337,1,
1,3112,1466,5665,119,-4333,1,
6,3113,1385,5659,119,-4329,1,
12,3113,1303,5654,119,-4324,1,
17,3112,1222,5648,118,-4320,1,
23,3111,1141,5642,118,-4316,1,
28,3109,1060,5637,118,-4311,1,
33,3105,978,5631,118,-4307,1,
37,3102,897,5625,118,-4303,1,
41,3098,816,5620,118,-4299,1,
44,3093,735,5614,118,-4294,1,
46,3088,654,5609,118,-4290,1,
48,3082,573,5603,117,-4286,1,
49,3077,492,5597,117,-4281,1,
49,3071,411,5592,117,-4277,1,
48,3066,330,5586,117,-4273,1,
46,3060,249,5581,117,-4269,1,
44,3055,168,5575,117,-4264,1,
41,3051,88,5569,117,-4260,1,
38,3046,7,5564,117,-4256,1,
34,3043,3527,5558,117,-4251,1,
29,3039,3447,5553,116,-4247,1,
24,3037,3367,5547,116,-4243,1,
19,3035,3287,5542,116,-4239,1,
14,3034,3207,5536,116,-4234,1,
5,3033,3140,4569,16,-3751,1,
3598,3033,3073,4564,16,-3747,1,
3591,3034,3006,4560,16,-3743,1,
3584,3036,2939,4555,16,-3740,1,
3577,3038,2872,4551,16,-3736,1,
3571,3041,2804,4546,16,-3732,1,
3565,3045,2737,4541,15,-3728,1,
3560,3050,2670,4537,15,-3725,1,
3555,3055,2603,4532,15,-3721,1,
3569,3061,2549,4507,270,-1611,1,
3588,3065,2498,4571,118,-1312,1,
4,3066,2451,4126,37,-1401,1,
16,3065,2406,3755,27,-1511,1,
27,3064,2362,3631,17,-1504,1,
37,3062,2318,3628,17,-1503,1,
48,3059,2275,3624,17,-1501,1,
58,3055,2231,3620,17,-1500,1,
68,3050,2187,3617,17,-1498,1,
78,3045,2142,3613,17,-1497,1,
87,3038,2098,3610,17,-1495,1,
95,3032,2054,3606,17,-1494,1,
103,3024,2009,3602,17,-1492,1,
111,3016,1964,3599,17,-1491,1,
118,3007,1919,3595,17,-1489,1,
124,2998,1874,3592,17,-1488,1,
129,2988,1829,3588,17,-1486,1,
133,2978,1783,3584,17,-1485,1,
137,2967,1738,3581,17,-1483,1,
3574,2960,1483,952,-30,-738,1,
3573,2960,1470,956,-27,-641,1,
3572,2960,1457,969,-40,-544,1,
3572,2960,1445,978,-30,-449,1,
3573,2961,1433,987,-9,-354,1,
3576,2961,1421,1005,-13,-260,1,
3579,2961,1410,1027,-3,-169,1,
3584,2962,1398,1052,10,-79,1,
3589,2962,1387,1091,3,9,1,
3596,2963,1376,1123,10,97,1,
0,2963,1365,996,17,-112,1,
2,2963,1355,894,-3,-322,1,
2,2963,1344,844,3,-431,1,
1,2963,1333,806,1,-508,1,
0,2963,1322,823,0,-487,1,
3599,2963,1311,853,0,-450,1,
3599,2963,1300,879,0,-428,1,
3599,2963,1288,899,1,-429,1,
0,2963,1276,917,0,-442,1,
0,2963,1264,937,1,-460,1,
0,2963,1252,962,1,-477,1,
0,2963,1239,992,1,-494,1,
0,2963,1226,1028,2,-510,1,
0,2963,1213,1067,2,-529,1,
0,2963,1198,1111,1,-550,1,
0,2963,1184,1159,2,-574,1,
0,2963,1168,1211,2,-600,1,
0,2963,1152,1268,3,-628,1,
0,2963,1135,1330,3,-659,1,
0,2963,1117,1397,3,-693,1,
0,2963,1098,1469,4,-728,1,
0,2963,1078,1547,4,-768,1,
0,2963,1057,1629,6,-807,1,
0,2963,1035,1719,4,-853,1,
0,2964,1012,1812,8,-897,1,
0,2964,988,1914,4,-951,1,
0,2964,962,2018,12,-998,1,
0,2964,934,2134,3,-1062,1,
0,2964,906,2222,0,-1102,1,
0,2964,894,901,15,-361,1,
1,2964,889,383,-6,-187,1,
3531,2701,2746,2103,23,-1841,6,
3512,2705,2720,2101,23,-1840,6,
3493,2709,2696,2030,31,-1660,6,
3482,2713,2681,1254,76,-995,6,
3472,2717,2669,1054,71,-885,6,
3463,2720,2657,984,-11,-772,6,
3456,2723,2646,878,16,-704,6,
3449,2725,2637,780,44,-641,6,
3443,2728,2628,681,65,-572,6,
3437,2731,2621,586,63,-496,6,
3433,2734,2615,501,61,-420,6,
3429,2736,2610,417,58,-345,6,
3426,2738,2605,333,54,-271,6,
3424,2739,2602,245,69,-204,6,
3423,2741,2600,158,81,-137,6,
3512,2725,2703,-502,-189,1527,6,
3531,2723,2707,-285,-74,1661,6,
3551,2724,2710,-219,33,1801,6,
3573,2723,2712,-124,-6,1885,6,
3595,2724,2714,-13,17,1919,6,
8,2722,2706,767,-50,1060,6,
13,2723,2697,754,21,425,6,
14,2723,2694,336,-15,60,6,
13,2722,2692,229,-8,-45,6,
3478,2685,3129,4382,249,-3972,5,
3432,2701,3078,4377,248,-3968,5,
3387,2722,3024,4373,248,-3964,5,
3345,2747,2967,4368,248,-3960,5,
3305,2779,2905,4364,248,-3956,5,
3269,2816,2838,4360,247,-3952,5,
3237,2860,2766,4355,247,-3948,5,
3210,2910,2689,4351,247,-3944,5,
3189,2967,2605,4347,247,-3940,5,
3175,3028,2517,4342,246,-3936,5,
3167,3093,2426,4338,246,-3932,5,
3168,3159,2334,4334,246,-3928,5,
3176,3223,2244,4329,246,-3924,5,
3191,3284,2157,4325,245,-3920,5,
3213,3339,2074,4321,245,-3916,5,
3241,3388,1998,4316,245,-3912,5,
3273,3431,1927,4312,245,-3908,5,
3309,3467,1862,4308,244,-3905,5,
3348,3498,1802,4303,244,-3901,5,
3390,3523,1745,4299,244,-3897,5,
3434,3542,1692,4295,244,-3893,5,
3479,3558,1642,4290,243,-3889,5,
3525,3569,1594,4286,243,-3885,5,
3572,3576,1547,4282,243,-3881,5,
15,3580,1512,3858,227,-2931,5,
45,3581,1481,2708,122,-2611,5,
73,3579,1451,2601,99,-2516,5,
101,3576,1421,2599,99,-2513,5,
130,3570,1390,2596,99,-2511,5,
158,3564,1358,2594,99,-2508,5,
186,3555,1326,2591,99,-2506,5,
213,3545,1293,2588,99,-2503,5,
239,3533,1259,2586,99,-2501,5,
265,3519,1223,2583,99,-2498,5,
290,3503,1186,2581,98,-2496,5,
313,3485,1147,2578,98,-2493,5,
336,3464,1107,2575,98,-2491,5,
357,3441,1064,2573,98,-2488,5,
377,3415,1019,2570,98,-2486,5,
395,3387,972,2568,98,-2483,5,
411,3356,923,2565,98,-2481,5,
425,3322,871,2563,98,-2478,5,
437,3287,818,2560,98,-2476,5,
448,3272,792,1817,192,-1016,5,
460,3252,764,1774,110,-930,5,
469,3232,735,1772,109,-929,5,
478,3211,705,1678,75,-886,5,
487,3190,676,1658,68,-835,5,
495,3169,647,1630,63,-781,5,
502,3147,618,1616,61,-728,5,
509,3125,588,1608,62,-678,5,
516,3102,558,1606,62,-630,5,
522,3079,528,1611,65,-585,5,
528,3056,498,1620,67,-542,5,
534,3032,467,1637,71,-501,5,
540,3007,434,1659,74,-461,5,
545,2981,401,1689,79,-424,5,
550,2954,367,1722,83,-387,5,
555,2926,332,1765,89,-353,5,
559,2897,295,1810,93,-320,5,
562,2866,257,1867,100,-289,5,
565,2834,217,1924,103,-259,5,
567,2800,175,1996,110,-232,5,
568,2765,132,2064,111,-205,5,
568,2728,86,2153,116,-187,5,
567,2690,39,2231,108,-166,5,
564,2653,3593,2255,131,-101,5,
564,2631,3565,1255,31,121,5,
564,2612,3543,1073,-18,149,5,
564,2596,3523,966,1,166,5,
564,2581,3505,875,18,178,5,
565,2567,3488,780,25,197,5,
565,2555,3473,686,21,219,5,
566,2544,3460,594,32,238,5,
567,2535,3448,505,41,260,5,
569,2527,3438,417,47,284,5,
571,2520,3430,331,56,307,5,
574,2515,3422,247,63,334,5,
577,2511,3417,163,67,363,5,
581,2508,3412,81,69,394,5,
586,2506,3409,0,67,428,5,
591,2505,3407,-81,63,465,5,
597,2506,3407,-164,72,498,5,
604,2508,3408,-247,79,534,5,
612,2512,3411,-331,84,573,5,
620,2517,3416,-414,86,615,5,
629,2524,3423,-501,97,656,5,
638,2534,3432,-588,103,701,5,
649,2545,3444,-676,105,749,5,
660,2560,3459,-768,115,798,5,
672,2579,3478,-860,118,851,5,
724,2694,3597,-872,-35,1253,5,
742,2710,15,-434,-78,1558,5,
762,2727,32,-298,25,1728,5,
782,2742,47,-205,-10,1802,5,
804,2761,67,-140,7,1887,5,
826,2785,91,-60,-17,1974,5,
849,2827,133,0,5,2072,5,
874,2932,238,69,-4,2186,5,
893,179,1086,343,-6,2236,5,
887,776,1683,341,-6,807,5,
883,879,1786,144,1,445,5,
879,903,1810,52,-1,287,5,
878,899,1806,-10,0,138,5,
3599,3536,1787,-19,4,173,4,
0,3536,1791,-33,6,318,4,
0,3536,1796,-49,7,461,4,
0,3536,1799,-21,4,244,4,
216,923,832,45,-2,135,1,
214,923,834,141,0,188,1,
211,924,837,237,3,241,1,
208,926,841,333,6,295,1,
203,928,846,430,10,350,1,
198,930,852,527,14,406,1,
193,933,859,626,15,462,1,
186,936,868,727,13,518,1,
179,939,877,832,11,578,1,
171,942,888,937,3,634,1,
161,946,898,898,110,786,1,
148,948,903,533,17,1114,1,
133,949,906,352,20,1280,1,
117,950,908,272,7,1365,1,
100,950,909,194,8,1455,1,
82,950,908,121,-4,1549,1,
63,950,907,40,7,1653,1,
43,950,905,-29,-2,1755,1,
22,949,902,-104,4,1875,1,
0,949,899,-56,-18,1921,1,
3593,949,897,-59,-6,603,1,
3589,949,898,88,6,308,1,
3587,949,899,58,1,159,1,
867,2813,2703,28,1,155,5,
870,2814,2703,56,2,292,5,
875,2814,2704,84,1,430,5,
882,2816,2705,111,0,567,5,
890,2820,2710,138,-2,706,5,
898,2833,2723,142,-3,652,5,
899,111,0,58,3,178,5,
3502,151,2644,108,64,46,6,
3504,151,2646,221,49,110,6,
3507,151,2649,335,30,171,6,
3511,150,2653,451,9,232,6,
3517,149,2658,567,-8,295,6,
3523,148,2664,687,-26,359,6,
3531,147,2671,786,12,450,6,
3539,147,2680,889,38,535,6,
3548,147,2690,999,50,615,6,
3560,146,2698,1173,-17,436,6,
3576,145,2702,1422,-38,-23,6,
3594,144,2704,1585,-15,-227,6,
2,144,2703,708,-5,-334,6,
3562,3377,1639,22,-60,180,4,
3565,3377,1641,78,-46,289,4,
3568,3376,1645,131,-25,401,4,
3572,3376,1650,183,-5,513,4,
3577,3376,1655,241,8,628,4,
3583,3376,1662,298,16,737,4,
3591,3375,1669,382,-23,839,4,
3598,3375,1678,261,20,958,4,
1,3377,1690,-173,93,1092,4,
2,3378,1704,-352,45,1132,4,
3,3377,1719,-470,-17,1204,4,
2,3378,1735,-596,15,1244,4,
0,3378,1752,-680,0,1328,4,
0,3378,1771,-684,-11,1510,4,
3599,3377,1791,-686,-17,1663,4,
3598,3377,1801,-412,-15,698,4,
3598,3377,1805,-70,0,245,4,
3599,3377,1806,27,1,96,4,
3134,444,3283,9082,-4739,-3632,3,
3241,359,3330,9072,-4735,-3629,3,
3351,292,3354,9063,-4730,-3625,3,
3462,235,3364,9054,-4725,-3621,3,
3574,181,3362,9045,-4720,-3618,3,
84,126,3350,9036,-4716,-3614,3,
193,66,3325,9027,-4711,-3610,3,
299,3595,3286,9018,-4706,-3607,3,
398,3506,3225,9009,-4702,-3603,3,
487,3387,3132,9000,-4697,-3600,3,
557,3220,2990,8991,-4692,-3596,3,
594,3001,2795,8982,-4687,-3592,3,
587,2761,2579,8973,-4683,-3589,3,
538,2557,2399,8964,-4678,-3585,3,
461,2408,2274,8955,-4673,-3582,3,
369,2300,2193,8946,-4669,-3578,3,
269,2218,2139,8937,-4664,-3574,3,
163,2152,2105,8928,-4659,-3571,3,
55,2094,2085,8919,-4655,-3567,3,
3545,2041,2075,8911,-4650,-3564,3,
3436,1987,2076,8902,-4645,-3560,3,
3326,1929,2088,8893,-4641,-3557,3,
3219,1861,2116,8884,-4636,-3553,3,
3116,1773,2167,8875,-4632,-3550,3,
3022,1644,2261,8866,-4627,-3546,3,
2947,1442,2429,8857,-4622,-3542,3,
2914,1143,2697,8848,-4618,-3539,3,
2939,833,2974,8840,-4613,-3535,3,
2965,627,3154,7185,-3042,-692,3,
3019,479,3284,7178,-3039,-692,3,
3085,374,3370,7171,-3036,-691,3,
3158,296,3428,7164,-3033,-690,3,
3235,236,3467,7156,-3030,-690,3,
3314,187,3493,7149,-3027,-689,3,
3395,145,3511,7142,-3024,-688,3,
3476,107,3521,7135,-3021,-688,3,
3558,72,3526,7128,-3018,-687,3,
40,37,3526,7121,-3014,-686,3,
