xbegin,ybegin,zbegin,xdif,ydif,zdif,number
3583,3118,2935,2005,66,-516,6,
3595,3119,2913,2123,28,-522,6,
2,3117,2887,2070,-95,-1060,6,
6,3116,2860,2026,-65,-1334,6,
9,3115,2831,2060,-20,-1449,6,
12,3114,2802,2091,-12,-1533,6,
14,3113,2771,2130,-13,-1620,6,
16,3112,2740,2178,-15,-1716,6,
17,3111,2707,2223,-17,-1824,6,
3595,3110,2664,168,0,-29,6,
3597,3110,2664,162,0,117,6,
3599,3110,2665,4,1,185,6,
81,1080,14,593,-6,-454,3,
83,1080,21,514,-43,-307,3,
83,1080,26,450,-38,-192,3,
83,1080,30,385,-35,-78,3,
81,1080,34,308,-28,22,3,
79,1081,36,231,-9,138,3,
76,1081,37,158,3,252,3,
71,1081,36,91,8,369,3,
66,1081,35,27,4,487,3,
59,1080,32,-34,-2,607,3,
52,1080,29,-96,-6,729,3,
43,1080,24,-158,-8,853,3,
33,1079,18,-222,-8,976,3,
22,1079,11,-286,-4,1100,3,
10,1079,3,-354,3,1235,3,
3594,1078,3596,-145,-12,1497,3,
3592,1079,3597,86,3,278,3,
3591,1078,3598,178,-10,86,3,
3036,890,900,-1,0,107,2,
3035,890,900,-2,0,147,2,
3033,890,900,-3,0,189,2,
3030,890,900,-3,0,231,2,
3027,890,900,-4,0,274,2,
3023,890,900,-5,0,318,2,
3019,890,900,-6,0,363,2,
3014,890,900,-7,0,410,2,
3009,890,900,-7,0,459,2,
3003,890,900,-8,0,509,2,
2997,890,900,-10,2,561,2,
2990,890,900,-10,0,616,2,
2982,890,900,-11,0,673,2,
2974,890,900,-12,0,732,2,
2964,890,900,-13,3,795,2,
2955,890,900,-13,0,860,2,
2944,890,900,-15,0,929,2,
2932,890,900,-16,3,1001,2,
2920,890,900,-17,0,1078,2,
2907,890,900,-18,0,1158,2,
2892,890,900,-20,4,1243,2,
2877,890,900,-20,0,1332,2,
2861,890,900,-23,4,1426,2,
2843,890,900,-23,0,1524,2,
2825,890,900,-26,4,1629,2,
2805,890,900,-27,-1,1736,2,
2783,890,900,-31,4,1854,2,
2761,890,900,-31,-5,1971,2,
2737,890,900,-36,2,2103,2,
2711,885,904,-35,-15,2227,2,
2702,2558,2831,-76,10,1169,2,
2708,2624,2765,-11,-4,487,2,
2711,2662,2727,42,-8,278,2,
2713,2687,2703,26,-4,136,2,
2718,867,1527,2399,27,-1312,2,
2729,589,1805,1147,0,-673,2,
2761,599,1795,-86,4,185,2,
2757,597,1797,-155,5,298,2,
2752,597,1798,-231,4,407,2,
2745,597,1798,-303,4,518,2,
2737,597,1798,-371,3,632,2,
2727,598,1797,-441,7,749,2,
2715,599,1796,-512,-2,872,2,
2703,601,1794,-540,-6,932,2,
2704,2409,3586,-334,1,598,2,
2707,2396,3599,-138,0,246,2,
3599,3504,2627,-28,0,171,6,
3599,3504,2631,-49,0,297,6,
3599,3504,2635,-71,0,423,6,
3599,3504,2642,-92,0,551,6,
3599,3504,2650,-114,0,681,6,
3599,3504,2659,-134,-1,813,6,
3599,3504,2670,-159,-3,946,6,
3599,3503,2683,-182,-6,1080,6,
0,3503,2696,-185,-11,1137,6,
0,3503,2706,-133,0,822,6,
0,3503,2709,-58,-2,358,6,
0,3503,2712,-27,-2,219,6,
3566,3596,2680,-1258,48,1617,6,
3555,3594,2698,-1026,-9,1519,6,
3550,3591,2708,-394,-119,861,6,
3548,3590,2715,-210,-27,610,6,
3547,3590,2721,-90,17,513,6,
3547,3589,2725,-1,2,406,6,
3548,3589,2729,92,0,312,6,
3550,3589,2731,190,1,211,6,
3554,3589,2732,286,-7,103,6,
3558,3588,2732,384,-10,4,6,
3564,3588,2731,485,-9,-91,6,
3570,3588,2729,587,-6,-187,6,
3578,3588,2725,690,-15,-288,6,
3587,3589,2721,801,10,-373,6,
3597,3589,2715,839,-11,-506,6,
534,2802,2699,19,0,109,5,
536,2802,2699,25,0,139,5,
538,2802,2699,30,0,170,5,
540,2802,2699,36,0,201,5,
543,2802,2699,41,0,233,5,
546,2802,2699,47,0,266,5,
549,2802,2699,54,0,300,5,
553,2802,2699,60,0,336,5,
557,2802,2699,66,0,372,5,
562,2802,2699,73,0,411,5,
568,2802,2699,81,0,450,5,
573,2802,2699,88,0,492,5,
579,2802,2699,96,-2,536,5,
586,2802,2700,104,0,582,5,
594,2802,2700,113,0,630,5,
602,2802,2700,122,-1,680,5,
610,2801,2700,132,-2,733,5,
619,2801,2700,141,-1,790,5,
629,2801,2700,152,-1,849,5,
640,2801,2700,163,-3,912,5,
651,2801,2700,175,-2,978,5,
663,2801,2700,188,-2,1048,5,
677,2801,2700,201,-4,1122,5,
691,2801,2700,214,-3,1200,5,
705,2801,2700,229,-4,1283,5,
721,2801,2700,245,-4,1370,5,
738,2801,2700,261,-5,1462,5,
757,2801,2700,279,-5,1558,5,
776,2801,2700,296,-5,1663,5,
797,2801,2700,317,-7,1768,5,
819,2801,2700,336,-4,1886,5,
842,2801,2700,359,-11,2000,5,
867,2801,2701,378,-3,2132,5,
893,2799,2698,403,-19,2229,5,
895,1102,1002,220,-14,859,5,
891,1072,972,65,5,341,5,
889,1030,929,-10,6,212,5,
644,3320,3270,1509,-56,-1184,5,
653,3276,3223,1531,-50,-1151,5,
661,3230,3172,1570,-38,-1110,5,
667,3181,3119,1619,-27,-1069,5,
673,3129,3063,1676,-14,-1028,5,
677,3074,3004,1744,0,-994,5,
680,3017,2942,1812,11,-961,5,
681,2957,2877,1894,27,-937,5,
680,2896,2810,1972,35,-912,5,
676,2833,2742,2071,44,-906,5,
674,2782,2684,1867,169,-578,5,
674,2754,2649,1143,260,-45,5,
675,2729,2620,1006,202,-4,5,
677,2706,2593,935,143,98,5,
679,2682,2566,886,64,202,5,
681,2660,2541,800,78,253,5,
684,2639,2518,719,84,324,5,
688,2620,2496,645,78,401,5,
692,2602,2476,574,73,476,5,
698,2584,2457,498,89,551,5,
704,2568,2438,426,98,629,5,
710,2552,2420,358,100,711,5,
718,2536,2402,295,97,796,5,
727,2520,2384,228,110,882,5,
737,2504,2365,163,116,971,5,
748,2487,2346,99,128,1064,5,
760,2467,2324,38,130,1160,5,
774,2444,2299,-17,125,1262,5,
788,2416,2268,-78,135,1368,5,
803,2378,2228,-132,132,1476,5,
820,2323,2171,-182,134,1595,5,
836,2234,2080,-223,109,1714,5,
851,2076,1920,-248,78,1858,5,
866,1902,1745,-912,39,1456,5,
877,158,3595,110,-5,12,5,
880,167,4,245,-2,-52,5,
885,170,7,376,0,-107,5,
891,173,10,510,-1,-151,5,
898,181,18,553,-3,-173,5,
898,163,0,213,17,-27,5,
3549,3553,2684,-230,9,500,6,
3548,3553,2691,-152,27,618,6,
3548,3552,2698,21,-20,580,6,
3553,3551,2703,346,-14,431,6,
3559,3550,2705,568,-33,238,6,
3567,3550,2706,663,-5,144,6,
3576,3550,2705,770,5,58,6,
3586,3550,2704,878,6,-31,6,
3597,3550,2702,953,-5,-156,6,
1,3551,2700,319,32,-59,6,
2866,980,3361,-482,-46,735,2,
2857,1001,3338,-419,-44,828,2,
2848,1023,3315,-351,-63,919,2,
2837,1045,3292,-286,-75,1013,2,
2826,1069,3266,-222,-91,1112,2,
2813,1097,3236,-163,-96,1214,2,
2799,1131,3200,-106,-109,1323,2,
2785,1176,3153,-55,-105,1434,2,
2770,1243,3085,-7,-110,1556,2,
2754,1351,2974,30,-85,1677,2,
2742,1548,2776,49,-51,1825,2,
2727,1755,2568,958,-30,1358,2,
2716,2225,2098,1388,-3,1153,2,
2715,2654,1668,924,-9,312,2,
2714,2946,1375,652,-46,-161,2,
2715,3247,1074,598,6,-343,2,
2700,722,0,69,-14,65,2,
2738,1277,902,80,0,100,2,
2735,1277,902,164,0,209,2,
2731,1276,902,248,0,318,2,
2725,1276,903,333,0,427,2,
2717,1274,905,420,0,538,2,
2707,1270,909,506,2,650,2,
2700,2178,0,344,-14,457,2,
2701,2180,0,32,-5,130,2,
845,2966,2,74,0,148,5,
848,2966,2,133,0,266,5,
853,2966,2,193,0,386,5,
859,2967,2,252,0,506,5,
868,2967,3,313,0,628,5,
877,2969,4,376,1,751,5,
888,2970,5,438,-2,877,5,
898,2983,18,359,6,724,5,
897,927,1562,39,23,240,5,
1,8,3399,-207,165,1209,3,
0,8,3416,-207,165,1208,3,
3597,10,3430,-207,165,1207,3,
3594,12,3444,-207,165,1205,3,
3592,13,3458,-165,123,1293,3,
3591,13,3475,-44,-14,1436,3,
3591,12,3492,57,-14,1525,3,
3593,12,3511,149,-20,1615,3,
3595,11,3531,230,-5,1708,3,
3598,11,3551,320,-16,1809,3,
0,11,3575,170,11,2013,3,
0,11,3598,45,4,2079,3,
0,12,7,44,10,729,3,
0,12,12,2,0,412,3,
0,12,15,-28,3,269,3,
0,12,16,-16,2,124,3,
736,2568,2855,-262,1,476,5,
743,2571,2858,-212,-1,585,5,
751,2571,2858,-163,-4,697,5,
761,2568,2855,-116,-6,810,5,
771,2561,2848,-70,-9,927,5,
783,2549,2835,-26,-8,1044,5,
796,2529,2815,16,-8,1162,5,
809,2497,2783,59,-10,1293,5,
824,2446,2732,96,-4,1421,5,
841,2408,2693,-359,51,1539,5,
861,2371,2655,-667,37,1637,5,
883,2276,2559,-806,10,1703,5,
896,743,1026,-1106,-2,1328,5,
889,600,884,-344,-5,458,5,
886,603,887,-170,0,304,5,
3494,3408,2734,4065,2067,-4126,5,
3533,3427,2672,4989,715,-3982,5,
3580,3440,2623,5293,658,-2881,5,
22,3447,2584,4515,469,-2178,5,
53,3452,2555,3349,338,-1667,5,
84,3452,2529,3345,338,-1665,5,
116,3451,2500,3342,338,-1663,5,
148,3448,2471,3339,337,-1662,5,
180,3443,2441,3335,337,-1660,5,
211,3437,2411,3332,337,-1658,5,
242,3429,2379,3329,336,-1657,5,
273,3418,2346,3325,336,-1655,5,
303,3405,2312,3322,336,-1653,5,
332,3390,2275,3319,335,-1652,5,
360,3372,2237,3316,335,-1650,5,
387,3351,2196,3312,335,-1648,5,
413,3326,2152,3309,334,-1647,5,
437,3298,2105,3306,334,-1645,5,
460,3266,2054,3302,334,-1643,5,
480,3230,2000,3299,333,-1642,5,
497,3190,1941,3296,333,-1640,5,
512,3146,1879,3292,333,-1638,5,
523,3098,1813,3289,332,-1637,5,
531,3048,1745,3286,332,-1635,5,
536,2995,1675,3282,332,-1634,5,
545,2967,1638,2066,141,-171,5,
554,2938,1601,2021,105,-88,5,
562,2908,1564,1970,86,-54,5,
569,2877,1525,1947,74,-9,5,
576,2845,1486,1916,62,40,5,
582,2812,1447,1902,55,93,5,
587,2778,1406,1889,47,146,5,
592,2743,1365,1888,41,200,5,
596,2707,1323,1890,35,254,5,
599,2670,1279,1903,32,309,5,
601,2631,1235,1920,28,364,5,
602,2592,1189,1947,26,420,5,
603,2551,1142,1979,24,476,5,
602,2510,1093,2019,23,533,5,
599,2467,1044,2067,21,591,5,
596,2424,994,2122,22,648,5,
590,2381,943,2189,15,707,5,
584,2339,894,2152,27,802,5,
580,2316,866,1153,35,494,5,
577,2297,845,964,-10,423,5,
574,2282,826,859,9,386,5,
571,2268,809,772,23,353,5,
568,2255,794,678,30,322,5,
566,2245,781,582,28,291,5,
564,2236,770,491,28,264,5,
563,2229,761,401,27,240,5,
562,2223,753,312,25,216,5,
561,2218,747,224,24,193,5,
562,2215,743,136,24,169,5,
562,2212,740,50,23,147,5,
563,2212,738,-34,33,122,5,
713,2438,987,-785,-49,992,5,
728,2444,995,-744,-70,1098,5,
744,2448,1000,-708,-82,1206,5,
761,2450,1003,-692,-60,1320,5,
779,2448,1002,-666,-70,1439,5,
799,2444,998,-661,-44,1558,5,
819,2431,986,-653,-39,1690,5,
841,2405,960,-654,-18,1812,5,
865,2361,915,-819,14,1918,5,
891,2230,784,-1169,29,2001,5,
894,987,3141,-485,18,862,5,
2912,458,841,11901,-3746,-5033,5,
3034,386,898,9557,-2008,-5534,5,
3160,346,921,9548,-2006,-5529,5,
3286,317,929,9538,-2004,-5523,5,
3412,294,931,9528,-2002,-5518,5,
3538,272,927,9519,-2000,-5512,5,
64,249,918,9509,-1998,-5507,5,
189,222,903,9500,-1996,-5501,5,
313,190,881,9490,-1994,-5496,5,
435,145,844,9481,-1992,-5490,5,
554,73,781,9471,-1990,-5485,5,
663,3540,655,9462,-1988,-5479,5,
745,3238,361,9452,-1986,-5474,5,
743,2752,3482,9443,-1984,-5468,5,
661,2457,3194,9434,-1982,-5463,5,
552,2325,3070,9424,-1980,-5457,5,
434,2255,3008,9415,-1978,-5452,5,
312,2211,2972,9405,-1976,-5447,5,
190,2178,2949,9396,-1974,-5441,5,
66,2152,2935,9386,-1972,-5436,5,
3542,2130,2926,9377,-1970,-5430,5,
3418,2108,2922,9368,-1968,-5425,5,
3294,2085,2923,9358,-1966,-5419,5,
3171,2058,2931,9349,-1964,-5414,5,
3048,2020,2951,9340,-1962,-5409,5,
2927,1952,3002,9330,-1960,-5403,5,
2813,1763,3176,9321,-1958,-5398,5,
2771,941,382,9312,-1956,-5392,5,
2867,513,794,9302,-1954,-5387,5,
2959,397,904,7874,-920,-3299,5,
3043,367,938,6694,-1,-3348,5,
3128,349,961,6687,-1,-3344,5,
3213,338,977,6681,-1,-3341,5,
3297,331,989,6674,-1,-3338,5,
3382,327,1000,6667,-1,-3334,5,
3467,324,1009,6661,-1,-3331,5,
3552,322,1018,6654,-1,-3328,5,
37,322,1026,6647,-1,-3324,5,
121,323,1035,6641,-1,-3321,5,
206,326,1044,6634,-1,-3318,5,
290,330,1054,6627,-1,-3314,5,
375,337,1066,6621,-1,-3311,5,
459,347,1081,6614,-1,-3308,5,
542,363,1102,6607,-1,-3304,5,
625,389,1133,6601,-1,-3301,5,
707,440,1188,6594,-1,-3298,5,
785,564,1316,6588,-1,-3294,5,
841,1013,1770,6581,-1,-3291,5,
810,1668,2429,6574,-1,-3288,5,
737,1859,2624,6568,-1,-3285,5,
656,1926,2695,6561,-1,-3281,5,
574,1959,2733,6555,-1,-3278,5,
491,1978,2756,6548,-1,-3275,5,
414,1964,2738,6773,-7,-1293,5,
336,1958,2728,6766,-7,-1292,5,
257,1954,2721,6760,-7,-1291,5,
179,1952,2714,6753,-7,-1289,5,
100,1950,2708,6746,-7,-1288,5,
22,1950,2702,6739,-7,-1287,5,
3543,1950,2696,6733,-7,-1286,5,
3465,1950,2690,6726,-7,-1284,5,
3387,1952,2684,6719,-7,-1283,5,
3315,1953,2690,5867,336,-2171,5,
3248,1951,2697,5582,33,-2041,5,
3180,1946,2704,5576,33,-2039,5,
3112,1940,2714,5571,33,-2037,5,
3045,1930,2727,5565,33,-2035,5,
2978,1915,2745,5560,33,-2033,5,
2911,1890,2772,5554,33,-2031,5,
2845,1842,2824,5549,33,-2029,5,
2782,1714,2954,5543,33,-2027,5,
2739,1170,3501,5537,33,-2025,5,
2773,522,551,5532,33,-2023,5,
2835,370,706,5526,33,-2021,5,
2901,316,763,5521,33,-2019,5,
2952,228,846,5156,-246,-112,5,
3005,189,888,5150,-246,-112,5,
3056,167,914,4645,-5,-209,5,
3107,152,933,4527,0,-233,5,
3158,141,949,4522,0,-232,5,
3209,132,962,4518,0,-232,5,
3260,126,973,4513,0,-232,5,
3311,120,983,4509,0,-232,5,
3362,116,992,4504,0,-231,5,
3413,113,1000,4500,0,-231,5,
3464,111,1008,4495,0,-231,5,
3515,110,1015,4491,0,-231,5,
3566,109,1022,4486,0,-230,5,
17,109,1029,4482,0,-230,5,
68,109,1037,4477,0,-230,5,
104,105,1032,2889,-369,-1058,5,
135,98,1023,2622,-395,-1219,5,
166,91,1013,2603,-387,-1216,5,
197,84,1003,2560,-377,-1233,5,
227,76,992,2471,-339,-1261,5,
257,68,980,2441,-316,-1279,5,
286,58,966,2416,-297,-1325,5,
315,47,951,2406,-275,-1375,5,
344,35,934,2414,-241,-1429,5,
372,21,915,2424,-164,-1477,5,
401,10,897,2441,-29,-1249,5,
428,2,886,2393,-6,-783,5,
456,3595,875,2375,0,-627,5,
483,3587,865,2361,-3,-569,5,
509,3579,855,2356,-3,-520,5,
536,3571,844,2362,-1,-465,5,
563,3562,833,2374,9,-408,5,
590,3553,822,2394,20,-353,5,
617,3543,810,2424,32,-299,5,
645,3532,797,2463,45,-246,5,
673,3519,782,2512,59,-196,5,
702,3504,765,2570,72,-147,5,
732,3484,743,2638,84,-101,5,
762,3458,715,2716,95,-59,5,
793,3416,671,2805,103,-22,5,
824,3340,593,2904,108,8,5,
853,3161,411,3009,119,35,5,
870,2656,3502,3177,179,263,5,
873,2051,2896,1825,22,1632,5,
864,1819,2664,944,12,832,5,
858,1740,2584,562,49,486,5,
852,1695,2539,446,35,384,5,
848,1671,2514,330,19,265,5,
845,1654,2497,231,41,203,5,
843,1646,2489,128,38,109,5,
842,1649,2491,55,58,5,5,
895,77,920,171,0,-29,5,
898,93,937,298,-1,-34,5,
3599,11,3502,97,10,3310,3,
3599,10,3544,97,10,3307,3,
3599,10,3582,96,10,3304,3,
0,11,20,96,10,3301,3,
0,11,39,59,1,1710,3,
0,11,57,19,16,1545,3,
0,11,73,13,4,1410,3,
0,11,88,17,9,1291,3,
0,11,101,19,-2,1163,3,
0,11,113,22,0,1044,3,
0,11,124,20,2,929,3,
0,11,133,16,-5,814,3,
0,11,141,15,-2,704,3,
0,11,148,12,-1,597,3,
0,11,154,9,0,492,3,
0,11,158,9,-4,389,3,
0,11,161,8,-1,287,3,
0,11,164,4,0,187,3,
0,11,3589,5,0,139,3,
0,11,3592,4,0,284,3,
0,11,3597,6,1,428,3,
0,11,0,1,3,208,3,
872,3417,1797,107,3,30,5,
875,3416,1796,240,2,75,5,
880,3415,1794,373,0,120,5,
886,3413,1792,507,0,165,5,
893,3404,1784,643,0,209,5,
900,1620,0,506,-6,186,5,
75,1798,60,543,-28,-328,3,
68,1798,62,633,-31,-232,3,
59,1798,64,724,-32,-141,3,
50,1798,65,816,-32,-51,3,
40,1797,64,911,-31,37,3,
28,1797,63,1019,-49,116,3,
15,1796,61,1122,-53,201,3,
2,1796,57,1084,0,366,3,
3593,1796,47,808,21,862,3,
3587,1798,33,495,67,1171,3,
3583,1798,19,402,28,1251,3,
3579,1799,4,317,5,1318,3,
3582,1799,3590,-240,-6,1171,3,
130,464,1550,2095,1744,-3610,6,
176,481,1539,2093,1742,-3606,6,
223,498,1529,2091,1740,-3602,6,
270,514,1521,2089,1739,-3599,6,
317,530,1514,2087,1737,-3595,6,
365,547,1508,2085,1735,-3591,6,
412,564,1503,2083,1733,-3588,6,
460,582,1500,2080,1732,-3584,6,
507,601,1499,2078,1730,-3581,6,
554,622,1501,2076,1728,-3577,6,
602,647,1507,2074,1727,-3574,6,
649,677,1518,2072,1725,-3570,6,
695,716,1539,2070,1723,-3566,6,
741,772,1577,2068,1721,-3563,6,
785,865,1652,2066,1720,-3559,6,
823,1049,1819,2064,1718,-3556,6,
844,1447,2200,2062,1716,-3552,6,
830,1888,2623,2060,1714,-3549,6,
793,2104,2822,2058,1713,-3545,6,
750,2209,2909,2056,1711,-3542,6,
705,2270,2953,2054,1709,-3538,6,
659,2312,2976,2052,1708,-3534,6,
631,2329,2974,1563,1680,-1827,6,
607,2339,2964,1638,1688,-1478,6,
583,2347,2951,1631,1661,-1373,6,
560,2355,2938,1641,1645,-1274,6,
539,2362,2924,1658,1619,-1153,6,
518,2368,2908,1671,1584,-1056,6,
498,2373,2891,1701,1547,-961,6,
478,2377,2874,1748,1514,-879,6,
459,2380,2855,1811,1482,-810,6,
440,2383,2835,1892,1451,-751,6,
421,2385,2814,1985,1428,-714,6,
402,2387,2793,2088,1403,-678,6,
383,2389,2770,2201,1365,-621,6,
363,2389,2746,2302,1323,-572,6,
344,2389,2721,2381,1279,-541,6,
319,2384,2699,2394,503,-1009,6,
290,2378,2687,2105,6,-1688,6,
260,2374,2678,2007,-5,-1857,6,
3505,2338,2716,96,-40,190,6,
3507,2339,2712,129,-45,341,6,
3510,2339,2707,163,-49,491,6,
3513,2339,2702,215,-63,500,6,
3519,2339,2700,-116,9,517,6,
3526,2339,2699,-345,10,556,6,
3535,2340,2699,-468,8,618,6,
3545,2339,2699,-550,-7,709,6,
3557,2339,2700,-620,-6,825,6,
3571,2339,2700,-694,-5,944,6,
3586,2339,2700,-766,-9,1057,6,
3598,2339,2700,-607,-1,839,6,
4,2339,2700,-303,-4,419,6,
3544,3553,1800,277,22,-34,4,
3548,3553,1799,414,11,11,4,
3555,3553,1799,544,0,43,4,
3562,3553,1799,676,-1,63,4,
3572,3553,1799,812,0,73,4,
3583,3553,1799,954,1,79,4,
3595,3553,1799,1092,8,85,4,
1,3553,1798,444,-24,-43,4,
3,3553,1799,112,2,40,4,
82,1129,899,30,0,70,1,
80,1129,899,79,0,185,1,
76,1129,899,127,0,300,1,
71,1129,899,176,0,416,1,
64,1129,899,226,0,534,1,
56,1129,899,279,1,652,1,
46,1129,899,330,1,773,1,
35,1129,899,382,1,897,1,
22,1129,899,434,-2,1023,1,
8,1129,899,487,-9,1148,1,
3599,1129,899,238,-8,680,1,
3597,1129,898,42,-1,160,1,
2724,1005,904,35,0,187,2,
2720,1004,905,62,0,325,2,
2715,1002,906,89,0,464,2,
2708,996,912,116,0,605,2,
2701,967,941,103,0,613,2,
2701,1910,0,-22,4,169,2,
3263,3320,2657,-1109,76,1142,6,
3258,3308,2679,-1139,69,1235,6,
3255,3296,2700,-989,2,1195,6,
3254,3288,2713,-510,-56,693,6,
3254,3283,2722,-336,22,549,6,
3254,3279,2729,-265,3,469,6,
3255,3276,2735,-194,-4,400,6,
3256,3273,2740,-122,-5,329,6,
3257,3271,2743,-48,0,258,6,
3258,3270,2745,25,3,187,6,
3260,3270,2746,100,5,116,6,
3262,3270,2745,175,6,46,6,
3264,3271,2743,250,7,-24,6,
3267,3273,2739,327,7,-94,6,
3269,3276,2734,403,7,-163,6,
3273,3280,2728,480,5,-233,6,
3276,3284,2721,558,8,-302,6,
3280,3288,2712,636,2,-372,6,
3285,3294,2703,700,13,-398,6,
3291,3296,2697,624,20,-23,6,
3298,3297,2696,578,-10,201,6,
3305,3297,2696,559,-8,318,6,
3313,3297,2697,543,4,424,6,
3322,3296,2699,563,1,487,6,
3331,3295,2700,655,-16,469,6,
3341,3295,2700,747,-16,456,6,
3352,3295,2700,821,0,470,6,
3363,3295,2700,886,2,502,6,
3376,3295,2699,949,-2,545,6,
3389,3295,2699,1012,-2,593,6,
3404,3295,2699,1082,-3,640,6,
3419,3295,2700,1157,-4,684,6,
3436,3295,2700,1238,-5,731,6,
3453,3294,2700,1323,-5,779,6,
3472,3294,2700,1413,-5,832,6,
3492,3294,2700,1505,-7,885,6,
3514,3294,2700,1605,-5,946,6,
3536,3294,2700,1706,-10,1003,6,
3561,3294,2700,1818,-4,1074,6,
3586,3294,2700,1927,-18,1131,6,
3,3294,2700,1264,-1,769,6,
11,3294,2700,561,-9,353,6,
17,3294,2700,385,-5,216,6,
20,3294,2700,265,2,145,6,
22,3294,2700,140,0,79,6,
3507,3556,1799,204,19,-21,4,
3511,3556,1799,327,5,13,4,
3516,3556,1799,447,-2,38,4,
3523,3556,1799,570,-4,51,4,
3531,3556,1799,696,-3,58,4,
3540,3556,1799,825,3,64,4,
3551,3556,1799,954,4,71,4,
3564,3556,1799,1086,7,81,4,
3578,3556,1799,1225,4,90,4,
3593,3556,1799,1360,9,104,4,
9,3556,1799,1339,0,111,4,
13,3556,1799,538,12,52,4,
18,3556,1799,405,15,43,4,
21,3556,1799,272,-2,20,4,
22,3556,1799,132,-2,7,4,
3143,508,3563,8685,-394,-6765,5,
3266,483,3596,8677,-394,-6759,5,
3390,467,19,8668,-393,-6752,5,
3515,458,38,8659,-393,-6745,5,
39,453,55,8651,-392,-6738,5,
164,451,71,8642,-392,-6732,5,
288,453,89,8633,-392,-6725,5,
412,461,110,8625,-391,-6718,5,
526,479,133,7736,48,-6303,5,
638,513,172,7729,48,-6297,5,
748,599,264,7721,48,-6291,5,
839,1015,684,7713,48,-6284,5,
798,1871,1545,7705,48,-6278,5,
693,2039,1717,7698,48,-6272,5,
582,2090,1774,7690,48,-6266,5,
467,2109,1800,8054,-133,-6188,5,
351,2118,1816,8046,-133,-6182,5,
235,2123,1829,8038,-133,-6176,5,
120,2124,1840,8030,-133,-6170,5,
4,2124,1850,8022,-133,-6163,5,
3489,2122,1861,8014,-132,-6157,5,
3374,2117,1873,8006,-132,-6151,5,
3259,2108,1887,7998,-132,-6145,5,
3144,2094,1906,7990,-132,-6139,5,
3032,2069,1936,7844,-206,-6058,5,
2921,2016,1992,7837,-205,-6052,5,
2817,1864,2148,7829,-205,-6046,5,
2761,1157,2859,7821,-205,-6040,5,
2839,634,3385,7813,-205,-6034,5,
2946,520,3503,7805,-205,-6028,5,
3045,452,3573,7700,-23,-4947,5,
3148,427,5,7692,-23,-4942,5,
3252,412,27,7684,-23,-4937,5,
3355,404,44,7677,-23,-4932,5,
3459,399,58,7669,-23,-4927,5,
3562,396,71,7661,-23,-4922,5,
66,396,84,7654,-23,-4918,5,
169,399,97,7646,-23,-4913,5,
272,404,111,7638,-23,-4908,5,
375,413,129,7631,-23,-4903,5,
478,429,152,7623,-23,-4898,5,
579,456,187,7616,-23,-4893,5,
679,511,248,7608,-23,-4888,5,
773,655,399,7600,-23,-4883,5,
831,1201,951,7593,-23,-4878,5,
779,1783,1539,7585,-23,-4873,5,
685,1937,1700,7578,-23,-4869,5,
586,1995,1765,7570,-23,-4864,5,
485,2023,1800,7562,-23,-4859,5,
384,2039,1824,7555,-23,-4854,5,
286,2040,1827,7714,-46,-3694,5,
188,2041,1830,7707,-46,-3691,5,
90,2041,1832,7699,-46,-3687,5,
3593,2040,1835,7691,-46,-3683,5,
3495,2040,1837,7683,-46,-3680,5,
3409,2045,1815,7621,-30,-1241,5,
3330,2053,1797,6827,59,-1561,5,
3255,2063,1778,6491,14,-1587,5,
3181,2077,1756,6484,14,-1585,5,
3107,2098,1727,6478,14,-1584,5,
3034,2128,1689,6471,14,-1582,5,
2963,2178,1633,6465,14,-1580,5,
2896,2263,1540,6458,14,-1579,5,
2838,2430,1366,6452,14,-1577,5,
2805,2756,1034,6445,14,-1576,5,
2820,3136,647,6439,14,-1574,5,
2871,3358,418,6433,13,-1573,5,
2935,3468,301,6426,13,-1571,5,
3005,3528,234,6420,13,-1569,5,
3076,3565,190,6413,13,-1568,5,
3149,3589,158,6407,13,-1566,5,
3222,5,134,6400,13,-1565,5,
3296,16,114,6394,13,-1563,5,
3370,24,97,6388,13,-1562,5,
3444,29,82,6381,13,-1560,5,
3517,32,68,6375,13,-1558,5,
3591,34,54,6369,13,-1557,5,
65,33,41,6362,13,-1555,5,
124,24,6,4882,-355,-3328,5,
168,16,3588,3711,-238,-1541,5,
208,11,3575,3502,-19,-1241,5,
247,5,3561,3499,-19,-1239,5,
287,3598,3545,3495,-19,-1238,5,
327,3589,3528,3492,-19,-1237,5,
367,3578,3510,3488,-19,-1236,5,
406,3565,3489,3485,-19,-1234,5,
444,3549,3466,3481,-19,-1233,5,
483,3529,3439,3478,-19,-1232,5,
520,3506,3409,3474,-19,-1231,5,
556,3476,3372,3471,-19,-1230,5,
592,3439,3329,3467,-19,-1228,5,
625,3393,3276,3464,-19,-1227,5,
656,3333,3210,3460,-19,-1226,5,
683,3257,3128,3457,-19,-1225,5,
705,3161,3026,3453,-19,-1223,5,
720,3045,2903,3450,-19,-1222,5,
726,2915,2767,3447,-19,-1221,5,
723,2782,2628,3443,-19,-1220,5,
725,2701,2543,2191,56,122,5,
730,2638,2473,1802,224,472,5,
733,2571,2401,1740,171,652,5,
734,2503,2328,1708,148,629,5,
734,2435,2256,1661,138,702,5,
733,2367,2184,1619,141,775,5,
730,2302,2113,1580,137,856,5,
