xdif,ydif,zdif,number
-11319,-545,-160016,5,-72851,2773,-12973,2,4596,75985,114553,6,146415,-134954,-136849,6,-139313,54761,89476,2,4307,-5379,-133775,6,-165307,-397556,553721,2,-13448,88644,-117215,5,55276,33324,-55455,5,80141,-8501,-9249,2,242,246,9804,6,3441,-2691,-17814,2,-38422,74299,-176555,6,76915,-3149,3848,4,150049,-2443,5323,2,-7581,535,1288,5,-29507,-87484,110982,1,-20633,-181782,-258649,5,132032,42705,-55375,1,66774,1198927,1200638,6,3100,-279,-80153,6,-152681,71937,-83709,6,59748,-1505,19566,6,57046,-234,331,3,-154015,335216,-352655,4,5395,3827,-77734,6,-76890,-66874,71770,6,52801,103558,-163441,5,-147006,-8302,63118,2,-64698,-341,2131,4,-9658,3597,-135955,1,-2049,-9626,-41454,2,29221,436849,558369,4,4006,-111732,-127157,4,-140115,151983,-171231,6,4137,-450,-80106,1,656,6470,58474,5,8675,-20639,28436,1,131679,-18880,20388,2,37566,-78692,-106870,3,3429,-6214,237,6,-141921,32073,82386,4,-69661,153535,-205442,4,24031,29146,-163668,1,43677,-34443,39319,3,-2381,-680,9803,6,43781,-12041,-18579,3,-100344,109494,-168843,4,68490,-21186,147142,5,72468,-1478,-15831,2,4754,-2442,-240566,1,-154304,4576,44223,3,-42826,78289,-106968,1,-18522,61289,-171652,1,-56612,147410,-156421,2,-256,1094,-30018,6,304310,-10414,104606,1,32423,47846,-79619,3,-52281,188763,-195665,4,63037,-109728,-150677,5,-9914,721,-160109,5,180918,5976,77041,6,-110248,-45046,-120422,2,47085,39393,-151816,1,-79850,-3439,-8300,5,750,-3976,-160370,2,6506,4663,24031,1,3424,-168980,-233507,1,-27348,350600,-380810,1,-231244,-194,-66968,1,-1664,923,-80189,2,27533,-188630,-203473,3,-48032,-92950,-150331,1,76950,-10899,-41035,5,10245,-148315,-150378,3,-101,-1260,-80202,6,197666,88150,103726,4,14971,-268,-3338,3,-40513,15114,-20258,4,-147404,-35416,-63618,3,
