xbegin,ybegin,zbegin,xdif,ydif,zdif,number
34,96,3412,4422,13,-1585,5,
87,95,3403,4417,13,-1583,5,
140,94,3393,4413,13,-1582,5,
192,91,3383,4408,13,-1580,5,
245,87,3372,4404,13,-1579,5,
287,88,3373,3691,68,-655,5,
330,89,3372,3688,68,-655,5,
373,89,3371,3684,68,-654,5,
415,89,3370,3680,68,-653,5,
458,89,3368,3677,67,-653,5,
501,89,3367,3673,67,-652,5,
544,88,3366,3669,67,-651,5,
586,88,3364,3666,67,-651,5,
629,87,3362,3662,67,-650,5,
671,85,3359,3658,67,-649,5,
714,83,3356,3655,67,-649,5,
756,79,3351,3651,67,-648,5,
799,70,3342,3647,67,-647,5,
841,50,3320,3644,67,-647,5,
883,3522,3192,3640,67,-646,5,
872,2008,1676,3636,67,-645,5,
830,1943,1610,3633,67,-645,5,
739,2170,1842,568,-3,-359,5,
732,2164,1836,561,0,-233,5,
726,2156,1827,555,3,-108,5,
721,2143,1814,551,-7,17,5,
717,2133,1802,464,14,61,5,
715,2128,1797,250,32,-10,5,
894,346,16,391,0,-254,5,
899,331,0,339,12,-233,5,
12,948,900,9,-3,169,1,
9,948,900,21,-6,313,1,
4,948,900,36,-7,456,1,
0,948,899,14,-2,310,1,
2906,1284,1277,3753,2497,-5068,2,
2930,1145,1456,3749,2495,-5063,2,
2971,1045,1597,3745,2492,-5058,2,
3019,979,1706,3741,2490,-5053,2,
3073,938,1791,3738,2487,-5048,2,
3128,912,1861,3734,2485,-5043,2,
3186,898,1922,3730,2482,-5038,2,
3244,893,1976,3726,2480,-5033,2,
3302,895,2026,3723,2477,-5028,2,
3360,901,2073,3719,2475,-5023,2,
3417,913,2120,3715,2472,-5018,2,
3472,929,2166,3712,2470,-5013,2,
3527,949,2213,3708,2468,-5008,2,
3579,973,2262,3704,2465,-5003,2,
29,1002,2312,3700,2463,-4998,2,
77,1035,2366,3697,2460,-4993,2,
107,1070,2422,3953,2238,-3861,2,
132,1108,2482,4183,2257,-3725,2,
153,1150,2545,4179,2255,-3722,2,
169,1193,2609,4175,2252,-3718,2,
180,1239,2675,4170,2250,-3714,2,
186,1286,2742,4166,2248,-3710,2,
181,1325,2796,3646,1833,-2450,2,
169,1358,2844,3636,1710,-2039,2,
154,1391,2891,3632,1708,-2037,2,
136,1422,2937,3628,1706,-2035,2,
117,1452,2982,3625,1705,-2033,2,
95,1479,3025,3621,1703,-2031,2,
71,1505,3066,3617,1701,-2029,2,
46,1528,3107,3614,1699,-2027,2,
19,1550,3146,3610,1698,-2024,2,
3590,1570,3184,3607,1696,-2022,2,
3561,1588,3221,3603,1694,-2020,2,
3530,1604,3257,3599,1693,-2018,2,
3499,1618,3292,3596,1691,-2016,2,
3466,1630,3328,3592,1689,-2014,2,
3430,1634,3370,4098,1329,-2512,2,
3393,1635,3414,4086,1322,-2544,2,
3356,1633,3458,4082,1321,-2541,2,
3320,1628,3504,4078,1320,-2539,2,
3284,1620,3552,4074,1318,-2536,2,
3249,1607,3,4070,1317,-2534,2,
3221,1588,37,3131,43,-1277,2,
3194,1570,66,2905,4,-939,2,
3168,1549,96,2836,-14,-891,2,
3144,1526,129,2808,-22,-880,2,
3121,1501,163,2748,-42,-844,2,
3099,1473,200,2717,-52,-812,2,
3078,1441,239,2696,-60,-781,2,
3059,1406,282,2685,-65,-753,2,
3042,1368,328,2683,-67,-728,2,
3026,1325,378,2692,-67,-706,2,
3012,1278,433,2710,-65,-687,2,
3000,1227,492,2738,-61,-670,2,
2991,1171,555,2775,-54,-655,2,
2984,1111,623,2822,-44,-644,2,
2981,1048,694,2878,-32,-634,2,
2981,983,767,2943,-18,-628,2,
2985,918,841,3018,-2,-624,2,
2992,854,915,3132,30,-500,2,
2995,823,954,1670,167,-75,2,
2998,797,986,1494,95,-10,2,
3000,769,1018,1443,-9,62,2,
3003,743,1048,1345,-5,71,2,
3006,719,1076,1256,10,92,2,
3010,698,1101,1167,18,119,2,
3012,678,1125,1084,28,147,2,
3015,660,1147,1005,35,178,2,
3017,643,1167,929,42,209,2,
3019,627,1186,857,49,242,2,
3021,613,1204,789,46,279,2,
3022,599,1221,723,52,315,2,
3022,586,1237,659,58,352,2,
3022,574,1252,598,65,391,2,
3021,562,1267,540,71,432,2,
3020,551,1281,483,76,474,2,
3018,540,1295,428,80,519,2,
3015,529,1309,377,78,567,2,
3012,518,1323,327,76,618,2,
3008,506,1338,278,73,671,2,
3003,495,1352,230,71,726,2,
2998,483,1367,183,78,784,2,
2992,470,1383,135,84,842,2,
2985,457,1399,89,88,904,2,
2977,442,1416,45,86,972,2,
2969,427,1435,2,84,1042,2,
2960,409,1456,-40,81,1115,2,
2951,389,1479,-84,88,1194,2,
2941,367,1504,-128,92,1272,2,
2930,342,1533,-172,98,1359,2,
2919,313,1566,-215,99,1445,2,
2908,279,1604,-257,103,1542,2,
2896,238,1649,-296,97,1636,2,
2886,189,1701,-332,93,1747,2,
2876,131,1763,-363,67,1850,2,
2863,86,1811,-836,29,1387,2,
2722,1206,704,537,-12,-247,2,
2720,1036,874,548,-10,-73,2,
2716,950,961,287,20,300,2,
2711,876,1034,164,-8,492,2,
2704,714,1196,80,-12,616,2,
2700,1911,0,-76,-4,323,2,
0,3566,796,-56,-15,232,1,
0,3566,800,-46,-12,354,1,
0,3566,806,-35,-7,476,1,
0,3565,813,-33,-4,596,1,
0,3565,821,-41,-4,717,1,
0,3565,831,-48,-8,841,1,
0,3565,842,-58,2,972,1,
0,3565,854,-64,-1,1102,1,
0,3565,869,-72,-5,1233,1,
0,3565,884,-84,1,1373,1,
0,3565,901,-93,-13,1461,1,
3598,3565,906,-111,-9,395,1,
3599,3565,908,34,2,214,1,
3599,3565,909,42,1,83,1,
3405,2296,1809,128,0,-25,4,
3404,2297,1807,166,0,91,4,
3405,2298,1803,205,0,208,4,
3406,2299,1800,110,7,262,4,
3409,2300,1799,-90,12,260,4,
3450,2299,1800,-537,4,642,4,
3461,2299,1799,-603,4,722,4,
3473,2299,1799,-672,5,802,4,
3486,2299,1799,-744,6,886,4,
3501,2299,1799,-818,5,973,4,
3516,2299,1799,-895,6,1064,4,
3534,2299,1799,-973,7,1156,4,
3553,2299,1799,-1054,5,1256,4,
3573,2300,1799,-1138,12,1351,4,
3594,2300,1799,-1192,0,1418,4,
3,2299,1798,-308,-37,598,4,
3379,2831,2700,35,0,149,6,
3382,2831,2700,53,0,228,6,
3385,2831,2700,71,0,308,6,
3390,2831,2700,90,0,389,6,
3395,2831,2700,109,0,471,6,
3402,2831,2700,129,0,555,6,
3410,2831,2700,151,0,641,6,
3418,2831,2700,171,0,730,6,
3428,2830,2700,191,-4,820,6,
3439,2830,2700,211,-3,915,6,
3451,2830,2700,235,-4,1011,6,
3464,2830,2700,258,-5,1112,6,
3478,2830,2700,283,-5,1216,6,
3494,2830,2700,308,-6,1326,6,
3510,2830,2700,334,-7,1437,6,
3529,2830,2700,360,-5,1557,6,
3549,2830,2700,390,-10,1675,6,
3570,2830,2700,417,-4,1807,6,
3593,2830,2700,451,-17,1929,6,
3,2829,2701,11,-22,787,6,
7,2829,2701,107,3,291,6,
8,2829,2700,126,2,120,6,
3568,3426,2344,1856,171,-1917,4,
3582,3429,2317,1917,132,-1918,4,
0,3404,1734,-93,-4,222,4,
0,3404,1738,-127,-2,348,4,
0,3404,1744,-166,-1,472,4,
0,3404,1751,-209,-2,596,4,
0,3404,1760,-255,-5,720,4,
0,3404,1770,-301,-8,848,4,
0,3404,1782,-349,0,981,4,
0,3404,1796,-387,-9,1102,4,
0,3404,1806,-300,-16,821,4,
3599,3404,1809,-153,2,362,4,
3599,3404,1812,-64,-1,229,4,
3599,64,1559,89,11,70,4,
0,64,1561,66,14,154,4,
0,64,1564,41,8,237,4,
0,64,1568,30,3,314,4,
0,64,1572,33,3,390,4,
0,64,1577,45,5,468,4,
0,64,1584,59,7,546,4,
0,64,1591,69,9,627,4,
0,65,1599,82,4,715,4,
0,65,1608,92,1,802,4,
0,65,1619,101,0,891,4,
0,65,1630,111,4,984,4,
0,65,1643,123,1,1081,4,
0,65,1656,134,-1,1180,4,
0,65,1671,145,5,1286,4,
0,65,1687,159,0,1393,4,
0,65,1705,171,5,1507,4,
0,65,1723,185,-1,1623,4,
0,65,1743,197,4,1749,4,
0,65,1765,213,-7,1872,4,
0,65,1788,225,1,2012,4,
3598,65,1801,0,-16,1035,4,
3598,64,1805,58,-5,369,4,
3599,65,1807,90,2,151,4,
5,192,1728,999,105,-800,4,
14,191,1728,733,6,-263,4,
22,190,1729,662,-41,-99,4,
28,190,1732,606,-35,12,4,
33,190,1736,541,-29,144,4,
37,190,1740,444,18,231,4,
40,191,1745,367,42,346,4,
41,192,1751,313,34,471,4,
42,193,1759,266,14,598,4,
41,194,1767,220,-8,727,4,
40,194,1777,158,15,851,4,
37,195,1788,103,14,978,4,
32,196,1798,-122,9,912,4,
3596,197,1799,193,0,-46,4,
3599,197,1799,219,0,-58,4,
661,2753,2703,570,25,-439,5,
659,2750,2700,-17,-24,156,5,
661,2750,2700,20,-6,225,5,
665,2750,2700,38,3,296,5,
669,2749,2699,44,4,372,5,
674,2749,2699,45,0,450,5,
680,2749,2699,46,-6,528,5,
687,2749,2699,48,-7,608,5,
695,2749,2699,55,-11,691,5,
704,2749,2699,59,-5,781,5,
714,2749,2700,70,-3,870,5,
725,2749,2700,83,-3,961,5,
738,2749,2700,92,-5,1056,5,
751,2749,2700,100,-4,1155,5,
765,2749,2700,109,-5,1257,5,
781,2749,2700,117,-5,1366,5,
798,2749,2700,127,-6,1476,5,
816,2749,2700,136,-5,1594,5,
836,2749,2700,148,-9,1712,5,
857,2749,2700,156,-4,1843,5,
880,2749,2701,171,-15,1967,5,
897,946,897,164,0,1904,5,
888,976,928,95,-2,699,5,
883,964,916,41,0,477,5,
879,955,906,5,3,337,5,
877,948,900,2,3,194,5,
791,3145,2473,643,-183,2276,5,
823,3252,2582,642,-182,2274,5,
841,3419,2753,642,-182,2272,5,
851,89,3026,641,-182,2269,5,
847,391,3331,640,-182,2267,5,
831,601,3544,640,-182,2265,5,
817,695,41,477,-107,1547,5,
807,739,85,244,-19,939,5,
799,762,109,172,-6,777,5,
792,778,125,121,-4,660,5,
786,789,136,68,-4,545,5,
782,794,141,12,-5,427,5,
778,795,142,-43,-1,308,5,
898,2396,1737,-99,2,236,5,
0,2,1500,0,0,147,4,
0,2,1502,0,0,201,4,
0,2,1505,1,0,255,4,
0,2,1508,1,0,311,4,
0,2,1513,1,0,368,4,
0,2,1518,1,0,426,4,
0,2,1523,2,0,486,4,
0,2,1529,0,0,548,4,
0,2,1536,1,3,612,4,
0,2,1544,3,0,678,4,
0,2,1553,4,0,747,4,
0,2,1562,3,0,819,4,
0,2,1572,4,4,894,4,
0,2,1584,5,0,972,4,
0,2,1596,5,0,1053,4,
0,3,1609,5,4,1140,4,
0,3,1623,6,0,1229,4,
0,3,1638,6,4,1324,4,
0,3,1654,8,0,1422,4,
0,3,1672,7,4,1527,4,
0,3,1691,9,-1,1634,4,
0,3,1711,8,4,1751,4,
0,3,1732,10,-3,1867,4,
0,3,1755,8,3,1997,4,
0,3,1779,11,-11,2121,4,
0,3,1803,0,0,2080,4,
3599,2,1813,-42,-22,770,4,
3599,3,1819,2,15,569,4,
3599,2,1823,0,-3,425,4,
3599,2,1827,10,-3,286,4,
3599,2,1828,6,-2,145,4,
296,780,832,5132,608,-5359,4,
366,818,889,5126,607,-5354,4,
433,869,957,5121,606,-5349,4,
98,847,823,3917,1085,-2750,4,
131,868,870,3913,1084,-2747,4,
162,893,918,4095,959,-2514,4,
179,905,947,2465,256,-1567,4,
196,915,974,2307,134,-1551,4,
212,926,1002,2305,134,-1549,4,
228,939,1032,2303,134,-1547,4,
244,952,1062,2300,133,-1546,4,
257,965,1090,2235,130,-1507,4,
270,979,1118,2008,125,-1352,4,
281,993,1145,1934,122,-1294,4,
292,1008,1172,1885,118,-1254,4,
301,1022,1199,1843,115,-1219,4,
310,1038,1226,1811,112,-1189,4,
317,1053,1253,1781,110,-1162,4,
324,1069,1280,1761,107,-1142,4,
331,1085,1308,1744,105,-1124,4,
336,1101,1335,1737,104,-1111,4,
341,1118,1363,1733,103,-1102,4,
345,1135,1391,1739,102,-1098,4,
348,1152,1420,1747,102,-1101,4,
350,1170,1448,1762,101,-1103,4,
352,1188,1478,1786,101,-1112,4,
353,1206,1508,1814,100,-1122,4,
353,1225,1538,1852,101,-1140,4,
352,1244,1570,1892,100,-1158,4,
350,1264,1601,1943,101,-1184,4,
347,1284,1634,1999,101,-1212,4,
343,1304,1667,2060,100,-1245,4,
338,1324,1701,2128,98,-1282,4,
332,1344,1735,2202,95,-1326,4,
324,1364,1771,2279,86,-1376,4,
314,1384,1806,2415,129,-1361,4,
299,1395,1826,1962,33,-211,4,
283,1403,1842,1888,3,-67,4,
266,1410,1857,1883,-29,-11,4,
249,1416,1872,1833,-44,56,4,
232,1420,1884,1817,-40,126,4,
214,1424,1896,1798,-47,203,4,
196,1427,1907,1793,-47,281,4,
177,1430,1916,1791,-51,359,4,
157,1432,1925,1799,-50,439,4,
137,1433,1933,1812,-52,519,4,
116,1434,1940,1834,-49,600,4,
95,1435,1947,1861,-50,683,4,
72,1435,1953,1897,-46,766,4,
48,1435,1958,1940,-46,852,4,
23,1435,1963,1989,-42,936,4,
3598,1436,1966,1891,10,1106,4,
3585,1439,1962,681,176,976,4,
3575,1440,1956,430,154,969,4,
3566,1442,1948,275,100,1038,4,
3558,1443,1939,168,80,1018,4,
3550,1445,1930,83,66,1031,4,
3543,1446,1921,-24,55,1034,4,
3538,1448,1910,-144,40,1061,4,
3533,1450,1898,-257,23,1089,4,
3529,1451,1885,-369,8,1117,4,
3526,1453,1870,-484,-2,1151,4,
3524,1455,1855,-598,-15,1190,4,
3523,1457,1839,-713,-24,1232,4,
3522,1459,1821,-831,-41,1285,4,
3524,1461,1803,-946,32,1189,4,
13,1465,1803,290,47,35,4,
8,1465,1803,321,38,184,4,
3,1465,1802,355,0,318,4,
0,1465,1800,138,-4,288,4,
595,2809,997,-83,44,219,5,
598,2810,998,15,15,239,5,
601,2809,996,115,-11,263,5,
605,2805,993,214,-33,291,5,
609,2799,987,313,-48,322,5,
614,2792,979,411,-55,357,5,
619,2781,968,508,-55,396,5,
625,2769,954,606,-50,439,5,
631,2754,938,711,-66,476,5,
638,2735,918,808,-35,537,5,
646,2719,900,723,20,674,5,
656,2710,890,370,7,861,5,
667,2705,884,213,-4,954,5,
679,2702,881,118,-13,1013,5,
691,2702,881,22,6,1074,5,
704,2704,883,-68,2,1138,5,
718,2710,889,-162,2,1208,5,
733,2717,897,-169,-4,1305,5,
749,2721,902,-42,-29,1429,5,
767,2722,902,49,-30,1541,5,
786,2721,902,80,4,1650,5,
806,2720,900,88,-3,1767,5,
828,2719,900,75,7,1885,5,
851,2719,899,71,0,2014,5,
876,2720,901,69,11,2137,5,
898,920,2700,80,0,2199,5,
889,969,2749,93,35,767,5,
883,948,2728,18,-2,518,5,
879,930,2710,-24,0,381,5,
876,920,2700,-13,1,238,5,
899,1820,0,15,0,105,5,
798,2677,2701,-4,0,134,5,
801,2677,2701,-9,0,252,5,
805,2677,2701,-14,0,372,5,
811,2677,2701,-20,0,493,5,
818,2677,2701,-25,0,615,5,
826,2677,2701,-27,0,740,5,
836,2677,2701,-33,1,866,5,
847,2677,2700,-41,-3,994,5,
860,2677,2701,-47,-5,1125,5,
875,2678,2702,-52,-10,1258,5,
891,2682,2706,-60,-4,1401,5,
899,3576,0,5,22,713,5,
897,1022,1046,16,7,150,5,
0,3,828,0,0,165,1,
0,3,832,0,0,293,1,
0,3,837,1,0,422,1,
0,3,843,2,0,552,1,
0,3,851,3,0,683,1,
0,3,860,0,0,817,1,
0,3,871,3,1,953,1,
0,3,883,7,-4,1090,1,
0,3,897,0,-11,1133,1,
3599,3,901,-96,-12,363,1,
3255,3219,1799,54,-6,79,4,
3257,3219,1800,94,-3,92,4,
3259,3219,1800,131,1,105,4,
3261,3219,1800,165,3,125,4,
3264,3219,1800,197,4,149,4,
3267,3219,1800,228,4,175,4,
3271,3219,1800,260,4,202,4,
3275,3219,1800,293,4,230,4,
3280,3219,1800,328,4,257,4,
3285,3219,1800,365,5,285,4,
3291,3219,1800,403,5,314,4,
3298,3219,1800,443,5,345,4,
3305,3219,1800,489,2,378,4,
3312,3219,1799,532,1,413,4,
3321,3219,1799,577,1,450,4,
3330,3219,1799,624,1,488,4,
3340,3219,1799,674,3,527,4,
3350,3219,1799,728,1,568,4,
3362,3219,1799,783,2,612,4,
3374,3220,1799,842,4,658,4,
3387,3220,1799,905,2,706,4,
3401,3220,1799,969,4,757,4,
3416,3220,1799,1039,4,811,4,
3433,3220,1799,1111,4,867,4,
3450,3220,1799,1189,5,927,4,
3468,3220,1799,1268,6,990,4,
3488,3220,1799,1355,5,1056,4,
3509,3220,1799,1441,8,1125,4,
3532,3220,1799,1539,4,1199,4,
3555,3220,1799,1631,12,1275,4,
3581,3220,1799,1744,3,1356,4,
5,3221,1800,1637,18,1293,4,
14,3221,1799,681,9,453,4,
22,3221,1799,491,-3,387,4,
27,3221,1799,370,1,318,4,
31,3221,1799,268,0,227,4,
33,3221,1799,164,-1,132,4,
3596,3221,1799,83,0,77,4,
3599,3221,1800,157,0,123,4,
0,3221,1800,66,3,50,4,
162,885,898,-73,205,2099,1,
135,885,899,-73,204,2097,1,
111,887,899,-73,204,2095,1,
87,889,898,-73,204,2093,1,
63,892,898,-73,204,2091,1,
39,894,897,-73,204,2088,1,
15,896,897,-72,203,2086,1,
3591,899,896,-72,203,2084,1,
3579,899,897,141,38,1083,1,
3572,899,899,130,-15,516,1,
3568,898,899,58,-16,339,1,
3566,898,900,10,-6,199,1,
483,3582,731,9440,-108,-8303,5,
575,3432,546,9430,-108,-8294,5,
626,3193,273,9421,-108,-8286,5,
611,2920,3567,9411,-108,-8278,5,
540,2720,3333,9402,-108,-8270,5,
437,2602,3179,9393,-108,-8261,5,
320,2536,3073,9383,-107,-8253,5,
197,2499,2993,9374,-107,-8245,5,
70,2482,2925,9364,-107,-8237,5,
3542,2480,2861,9355,-107,-8228,5,
3416,2493,2794,9346,-107,-8220,5,
3291,2524,2717,9336,-107,-8212,5,
3173,2582,2617,9327,-107,-8204,5,
3067,2688,2475,9318,-107,-8195,5,
2988,2872,2255,9308,-107,-8187,5,
2961,3143,1950,9299,-106,-8179,5,
3001,3400,1658,9290,-106,-8171,5,
3087,3565,1458,9281,-106,-8163,5,
3196,58,1327,9271,-106,-8155,5,
3315,110,1234,9262,-106,-8146,5,
3439,137,1161,9253,-106,-8138,5,
3565,147,1096,9243,-106,-8130,5,
91,142,1032,9234,-106,-8122,5,
215,123,963,9225,-106,-8114,5,
336,83,882,9216,-105,-8106,5,
449,14,774,9207,-105,-8098,5,
548,3492,617,9197,-105,-8089,5,
614,3289,381,9188,-105,-8081,5,
625,3021,81,9179,-105,-8073,5,
574,2791,3418,9170,-105,-8065,5,
484,2645,3238,9161,-105,-8057,5,
375,2562,3118,9151,-105,-8049,5,
257,2514,3030,9142,-105,-8041,5,
135,2488,2959,9133,-105,-8033,5,
11,2479,2895,9124,-104,-8025,5,
3487,2483,2832,9115,-104,-8017,5,
3364,2503,2764,9106,-104,-8009,5,
3245,2542,2682,9097,-104,-8001,5,
3133,2614,2572,9088,-104,-7993,5,
3036,2739,2411,9078,-104,-7985,5,
2972,2950,2166,9069,-104,-7977,5,
2966,3224,1859,9060,-104,-7969,5,
3020,3453,1597,9051,-104,-7961,5,
3112,3592,1422,9042,-103,-7953,5,
3221,72,1305,9033,-103,-7945,5,
3338,116,1220,9024,-103,-7937,5,
3459,139,1150,9015,-103,-7929,5,
3582,147,1087,9006,-103,-7921,5,
104,141,1025,8997,-103,-7913,5,
225,120,957,8988,-103,-7905,5,
343,80,877,8979,-103,-7898,5,
427,57,853,7117,-600,-2132,5,
510,42,834,7157,-122,-2008,5,
593,13,801,7149,-122,-2006,5,
675,3562,745,7142,-122,-2004,5,
752,3454,634,7135,-122,-2002,5,
814,3158,333,7128,-121,-2000,5,
815,2562,3334,7121,-121,-1998,5,
753,2261,3028,7114,-121,-1996,5,
676,2152,2915,7107,-121,-1994,5,
595,2101,2859,7099,-121,-1992,5,
522,2058,2809,6830,-82,-849,5,
447,2030,2773,6824,-82,-848,5,
371,2011,2746,6817,-82,-847,5,
294,1998,2724,6810,-82,-846,5,
217,1989,2706,6803,-81,-845,5,
141,1983,2689,6796,-81,-844,5,
64,1980,2674,6790,-81,-844,5,
3587,1978,2659,6783,-81,-843,5,
3510,1978,2644,6776,-81,-842,5,
3433,1981,2629,6769,-81,-841,5,
3357,1986,2613,6762,-81,-840,5,
3286,1988,2617,5783,392,-2239,5,
3215,1991,2620,5777,392,-2237,5,
3144,1993,2624,5771,392,-2235,5,
3073,1996,2627,5765,391,-2233,5,
3003,1997,2630,5760,391,-2230,5,
2932,1999,2634,5754,390,-2228,5,
2861,1999,2638,5748,390,-2226,5,
2791,1996,2646,5742,390,-2224,5,
2720,1955,2691,5737,389,-2221,5,
2749,236,815,5731,389,-2219,5,
2820,225,831,5725,388,-2217,5,
2890,223,837,5719,388,-2215,5,
2960,224,841,5714,388,-2213,5,
3030,226,844,5708,387,-2210,5,
3094,207,866,5641,-79,-893,5,
3158,193,885,5635,-76,-897,5,
3223,183,900,5630,-76,-896,5,
3287,175,912,5624,-75,-895,5,
3352,169,922,5618,-75,-894,5,
3416,165,932,5613,-75,-893,5,
3481,162,940,5607,-75,-892,5,
3545,159,948,5601,-75,-891,5,
10,158,956,5596,-75,-890,5,
74,158,964,5590,-75,-889,5,
117,145,944,3411,-551,-2626,5,
159,137,921,3408,-550,-2623,5,
204,124,899,3405,-550,-2620,5,
242,115,882,2942,-85,-2030,5,
278,108,866,2781,-44,-1809,5,
312,99,850,2723,-47,-1756,5,
346,89,833,2689,-60,-1728,5,
378,77,815,2623,-86,-1672,5,
410,64,796,2577,-101,-1622,5,
441,49,775,2550,-107,-1583,5,
471,31,753,2533,-111,-1549,5,
500,12,728,2526,-113,-1520,5,
529,3589,700,2528,-112,-1497,5,
558,3562,669,2544,-104,-1478,5,
586,3531,633,2563,-96,-1465,5,
612,3493,591,2591,-84,-1456,5,
638,3448,541,2628,-70,-1452,5,
662,3393,482,2675,-52,-1453,5,
684,3326,409,2729,-32,-1459,5,
703,3243,320,2793,-10,-1470,5,
716,3143,215,2865,15,-1487,5,
724,3029,94,2944,43,-1511,5,
727,2906,3563,3157,207,-1327,5,
738,2829,3481,2247,84,260,5,
746,2754,3401,2094,94,388,5,
753,2666,3309,2075,60,439,5,
755,2575,3214,2031,53,468,5,
754,2484,3120,1990,55,542,5,
751,2396,3028,1960,63,622,5,
745,2313,2941,1932,65,704,5,
737,2235,2859,1923,72,789,5,
726,2164,2784,1911,68,875,5,
714,2099,2715,1921,61,949,5,
705,2066,2679,1134,30,513,5,
698,2046,2658,791,10,312,5,
692,2031,2642,674,0,243,5,
687,2020,2630,575,8,188,5,
683,2011,2621,474,6,127,5,
679,2006,2615,372,5,69,5,
676,2003,2612,272,3,12,5,
674,2002,2611,172,1,-45,5,
897,317,932,270,0,-147,5,
3537,3555,2672,-343,39,503,6,
3534,3555,2679,-262,44,614,6,
3533,3554,2688,-176,35,719,6,
3533,3553,2697,-64,3,787,6,
3536,3552,2701,290,-83,340,6,
3543,3552,2703,547,6,203,6,
3551,3552,2704,672,35,105,6,
3559,3552,2703,768,28,17,6,
3569,3552,2701,863,-8,-89,6,
3581,3552,2700,1017,2,-38,6,
3594,3552,2699,1178,-4,56,6,
6,3552,2699,1013,0,79,6,
10,3552,2700,409,-5,46,6,
13,3552,2700,265,-6,22,6,
14,3552,2700,128,-1,8,6,
87,880,913,-1263,52,2308,1,
49,878,901,-947,94,2475,1,
19,877,891,-946,94,2472,1,
3590,877,886,-515,-8,2478,1,
3572,877,893,519,16,1542,1,
3559,877,898,354,-39,1239,1,
3547,877,900,132,-28,996,1,
3538,876,901,8,-8,859,1,
3529,876,900,-75,3,752,1,
3522,877,900,-66,17,617,1,
3516,877,899,-38,12,485,1,
3512,877,899,-22,8,359,1,
3510,877,899,-12,2,235,1,
3508,877,899,-3,0,113,1,
10,878,900,-6,-2,171,1,
6,878,900,-11,-4,317,1,
1,878,899,-35,-5,450,1,
3599,878,899,-17,1,180,1,
880,2899,2704,49,-4,160,5,
884,2902,2708,99,-2,293,5,
889,2907,2713,149,0,427,5,
896,2928,2734,199,0,562,5,
900,194,0,118,24,295,5,
2905,1014,899,51,21,76,2,
2903,1014,900,46,11,165,2,
2900,1014,900,50,3,250,2,
2896,1014,900,62,1,335,2,
2891,1014,899,80,3,421,2,
2885,1014,899,100,6,508,2,
2878,1015,899,123,10,596,2,
2870,1015,899,142,14,687,2,
2861,1015,899,161,15,781,2,
2851,1015,900,187,6,883,2,
2839,1014,900,204,2,985,2,
2827,1014,900,221,-1,1089,2,
2813,1014,900,241,5,1198,2,
2797,1014,900,265,0,1309,2,
2781,1014,900,289,4,1426,2,
2763,1014,900,314,-1,1544,2,
2743,1014,900,338,3,1672,2,
2722,1012,902,365,-8,1796,2,
2701,1914,0,362,0,1823,2,
2706,2703,2811,44,-33,660,2,
2710,2756,2758,77,0,334,2,
2712,2792,2722,93,1,187,2,
3598,42,3350,116,8,62,3,
3599,42,3352,98,16,145,3,
0,42,3355,52,11,228,3,
0,42,3358,22,2,301,3,
0,42,3363,15,-1,375,3,
0,42,3368,22,-1,450,3,
3599,42,3374,34,0,527,3,
3599,42,3381,47,1,605,3,
0,42,3389,54,-4,687,3,
0,42,3398,58,-1,772,3,
0,42,3407,64,-2,858,3,
0,42,3418,70,-5,948,3,
0,42,3430,77,-3,1041,3,
0,42,3443,85,-4,1137,3,
0,42,3458,92,-5,1238,3,
3599,42,3473,100,-5,1343,3,
0,42,3490,107,-5,1453,3,
3599,42,3508,116,-6,1565,3,
3599,42,3527,124,-5,1687,3,
0,42,3548,135,-10,1807,3,
3599,42,3570,141,-4,1942,3,
0,41,3594,155,-16,2020,3,
0,41,3,116,-13,762,3,
0,41,7,26,4,271,3,
0,41,8,-35,4,137,3,
371,489,3389,12220,-136,-9672,3,
546,528,3444,12207,-136,-9662,3,
714,651,3582,12195,-136,-9653,3,
817,1356,702,12183,-136,-9643,3,
695,1941,1302,12171,-135,-9633,3,
526,2045,1421,12159,-135,-9624,3,
352,2080,1472,12146,-135,-9614,3,
177,2093,1505,12134,-135,-9605,3,
2,2096,1533,12122,-135,-9595,3,
3427,2090,1561,12110,-135,-9585,3,
3253,2073,1595,12098,-135,-9576,3,
3081,2034,1650,12086,-135,-9566,3,
2914,1924,1773,12074,-134,-9557,3,
2794,1396,2314,12062,-134,-9547,3,
2882,691,3032,12050,-134,-9537,3,
3044,546,3190,12038,-134,-9528,3,
3215,499,3252,12025,-134,-9518,3,
3388,479,3289,12013,-134,-9509,3,
3561,471,3317,12001,-134,-9499,3,
134,472,3344,11989,-133,-9490,3,
307,482,3375,11977,-133,-9480,3,
479,508,3419,11965,-133,-9471,3,
647,580,3506,11954,-133,-9461,3,
795,902,242,11942,-133,-9452,3,
763,1808,1162,11930,-133,-9443,3,
606,2012,1381,11918,-133,-9433,3,
437,2067,1451,11906,-133,-9424,3,
266,2088,1490,11894,-132,-9414,3,
94,2095,1519,11882,-132,-9405,3,
3523,2094,1545,11870,-132,-9395,3,
3352,2085,1575,11858,-132,-9386,3,
3182,2061,1614,11846,-132,-9377,3,
3015,2006,1684,11835,-132,-9367,3,
2858,1824,1878,11823,-132,-9358,3,
2801,1035,2680,11811,-131,-9349,3,
2933,621,3106,11799,-131,-9339,3,
3097,527,3214,11787,-131,-9330,3,
